,year,month,day,hour,minute,sec,N,latitude,longitude,depth,magnitude
57,1959.0,6.0,22.0,5.0,37.0,14.43,57.0,19.243592043643304,-155.28614408534497,13.128151641457128,3.3
61,1959.0,7.0,7.0,14.0,14.0,26.12,61.0,19.30622476254956,-155.28645914146836,42.75558702206169,2.5
63,1959.0,7.0,11.0,14.0,17.0,4.98,63.0,19.806986365749857,-155.43793009863924,28.489177383855537,3.4
64,1959.0,7.0,11.0,14.0,38.0,26.07,64.0,19.896554879709864,-155.4607404080161,1.8690492456461985,2.6
66,1959.0,7.0,14.0,1.0,5.0,57.33,66.0,19.747116936047263,-155.1517766301844,38.58184481650847,2.5
69,1959.0,7.0,18.0,10.0,2.0,13.49,69.0,19.47953195271465,-155.38324367711772,16.502810467805233,2.5
70,1959.0,7.0,18.0,10.0,5.0,20.45,70.0,19.49720465946905,-155.40708589300405,12.529178922427986,3.2
71,1959.0,7.0,18.0,10.0,7.0,14.45,71.0,19.4902593832769,-155.39816844572002,4.860318945246625,3.2
72,1959.0,7.0,23.0,3.0,43.0,16.93,72.0,19.49691597298249,-155.40685978675907,22.49623780362727,2.6
74,1959.0,7.0,27.0,16.0,54.0,7.61,74.0,19.45004195811856,-155.51063899407222,29.34177006871119,2.6
77,1959.0,8.0,16.0,12.0,35.0,25.28,77.0,19.347280978068326,-155.39264999889537,11.179377099267754,2.5
78,1959.0,8.0,16.0,12.0,48.0,11.47,78.0,19.469688345418884,-155.4970119831741,18.275498812102,2.9
80,1959.0,8.0,19.0,15.0,33.0,51.96,80.0,19.3116336576132,-155.4260001355977,17.893654306942963,2.8
81,1959.0,8.0,19.0,15.0,38.0,27.39,81.0,19.3092405507602,-155.43473259160118,10.306031031950765,2.5
83,1959.0,8.0,20.0,3.0,14.0,53.14,83.0,19.71506264751937,-155.79886701998151,42.92984733549744,2.9
84,1959.0,8.0,20.0,11.0,7.0,26.54,84.0,19.709658946343872,-155.8105783317479,16.304095543983472,2.5
85,1959.0,8.0,20.0,12.0,5.0,44.78,85.0,19.650534259523464,-155.82858888430985,30.62600510348016,3.3
86,1959.0,8.0,20.0,12.0,7.0,5.14,86.0,19.656039802761587,-155.82290308778786,43.893239782545066,2.5
88,1959.0,8.0,24.0,18.0,50.0,4.51,88.0,19.865000873870542,-155.92357936848276,40.54321800967936,3.1
89,1959.0,8.0,24.0,18.0,52.0,50.06,89.0,19.86227434767382,-155.91871651210613,37.828866212002985,2.5
90,1959.0,8.0,25.0,1.0,55.0,25.72,90.0,19.872260678362096,-155.92703318753257,18.999252523347764,3.5
91,1959.0,8.0,28.0,14.0,3.0,8.69,91.0,19.653906159774152,-155.21332835387358,5.819813425044448,3.1
93,1959.0,9.0,5.0,15.0,15.0,27.44,93.0,19.66631656374092,-155.10718346471955,20.49046282421124,2.9
96,1959.0,9.0,10.0,1.0,24.0,20.19,96.0,19.635051779835912,-155.47433209137608,39.53345750008971,2.6
97,1959.0,9.0,16.0,6.0,1.0,14.1,97.0,19.43363780208833,-155.51579301667834,14.300825558682604,2.7
98,1959.0,9.0,16.0,6.0,4.0,19.6,98.0,19.43479081104732,-155.51318831960185,19.64695805054544,2.5
100,1959.0,9.0,22.0,7.0,34.0,3.85,100.0,19.80513192595445,-155.62174645652718,41.24479280026413,2.7
102,1959.0,9.0,24.0,12.0,48.0,7.97,102.0,19.720873403665976,-155.08852716451807,43.83736125792286,2.5
103,1959.0,9.0,24.0,13.0,15.0,18.19,103.0,19.71669217419761,-155.07526281271467,16.748040826396814,2.8
104,1959.0,9.0,24.0,17.0,12.0,0.88,104.0,19.71373213377037,-155.0721093027854,2.497957665462012,2.5
105,1959.0,10.0,9.0,8.0,39.0,53.53,105.0,19.878308594023256,-155.92753051138388,8.31832037664539,3.5
106,1959.0,10.0,9.0,8.0,40.0,30.7,106.0,19.87166252468434,-155.9346350965868,14.304757861750286,2.5
107,1959.0,10.0,9.0,8.0,46.0,59.6,107.0,19.87927843086123,-155.91267111655944,5.613743003544933,2.6
108,1959.0,10.0,9.0,8.0,58.0,40.68,108.0,19.85974532961744,-155.92956992075204,22.38497751324394,2.5
109,1959.0,10.0,12.0,1.0,20.0,34.66,109.0,19.713364004821145,-155.07118878720377,10.786230924855204,3.8
110,1959.0,10.0,12.0,3.0,44.0,59.33,110.0,19.720274190040943,-155.04915764929848,27.280024391595084,2.5
115,1959.0,10.0,28.0,18.0,39.0,14.63,115.0,19.790868426080948,-155.7870578649911,40.93895120282007,3.3
117,1959.0,10.0,31.0,9.0,20.0,21.24,117.0,19.13422192976093,-155.57625135922828,43.24445749826423,2.6
119,1959.0,11.0,11.0,17.0,29.0,55.84,119.0,19.188066749920385,-155.83378224521542,30.655652944950766,3.5
120,1959.0,11.0,11.0,18.0,15.0,5.86,120.0,19.179378809437623,-155.86792287975965,15.041557302781396,2.8
123,1959.0,11.0,16.0,14.0,44.0,44.83,123.0,19.53315961978885,-155.19351512714783,3.358032155124703,2.8
124,1959.0,11.0,16.0,15.0,24.0,28.8,124.0,19.516479842991743,-155.24311874603765,37.49575522280018,3.0
125,1959.0,11.0,16.0,15.0,41.0,43.7,125.0,19.522640882594622,-155.2340610290278,12.610681298330377,3.8
129,1959.0,12.0,11.0,23.0,0.0,46.9,129.0,19.663714765014355,-155.2912760486853,40.85779882355167,2.7
130,1959.0,12.0,11.0,23.0,2.0,24.19,130.0,19.66235916459937,-155.29411378348607,42.856217318484255,2.7
132,1959.0,12.0,16.0,15.0,11.0,52.34,132.0,20.043535959130203,-155.56523341977453,38.73718008617454,2.6
133,1959.0,12.0,21.0,20.0,18.0,15.91,133.0,19.20121600576792,-155.89441281278775,9.13708592632308,2.8
136,1959.0,12.0,27.0,7.0,54.0,40.18,136.0,19.77153994307493,-155.46485605908396,8.623546632893106,3.5
137,1959.0,12.0,27.0,8.0,11.0,1.83,137.0,19.778560198867645,-155.47020319311233,14.111081734928302,2.7
138,1959.0,12.0,27.0,10.0,53.0,38.88,138.0,19.781306307818625,-155.5006807135499,20.70761126967504,2.9
141,1960.0,1.0,7.0,7.0,31.0,14.85,141.0,20.007720735547256,-155.69209160020034,43.63007331272975,2.8
146,1960.0,1.0,23.0,5.0,33.0,16.91,146.0,19.355604796222647,-155.05080673482666,13.412528945223311,3.0
147,1960.0,1.0,23.0,5.0,37.0,42.88,147.0,19.342570226578665,-155.04222032346954,39.28509247258895,2.6
151,1960.0,2.0,2.0,6.0,28.0,8.76,151.0,19.29719700138613,-155.68353536150224,3.187041077324392,3.1
153,1960.0,2.0,6.0,7.0,38.0,57.07,153.0,19.49539125706403,-155.28530155087688,33.5432901838006,2.9
155,1960.0,2.0,10.0,8.0,46.0,12.03,155.0,20.00771345553693,-155.69340217747293,5.572409441364715,3.7
156,1960.0,2.0,13.0,0.0,39.0,36.65,156.0,19.769301458835827,-155.46997773889177,32.4495063795697,2.9
157,1960.0,2.0,13.0,2.0,42.0,6.45,157.0,19.767179164414028,-155.45715403095377,2.70702808517612,3.1
158,1960.0,2.0,14.0,14.0,41.0,25.2,158.0,19.76545728938231,-155.4825577691739,23.040143932018854,4.1
159,1960.0,2.0,14.0,16.0,24.0,31.06,159.0,19.53386180936375,-155.41698214175,19.858802367224573,2.8
162,1960.0,3.0,8.0,5.0,49.0,27.26,162.0,19.684928876401507,-155.0141419125468,14.229770613733196,2.6
163,1960.0,3.0,9.0,16.0,12.0,44.05,163.0,19.6824679444438,-154.98559758323483,9.775042310091935,3.3
166,1960.0,3.0,21.0,7.0,56.0,26.25,166.0,19.597695442451634,-155.2959982976351,22.779942409756423,2.5
169,1960.0,3.0,31.0,21.0,49.0,3.77,169.0,19.78224541616592,-155.44424263395985,40.07636681564956,2.8
170,1960.0,3.0,31.0,23.0,26.0,2.56,170.0,19.78073376077417,-155.4379547191199,18.97507464945434,3.2
171,1960.0,4.0,1.0,4.0,50.0,22.36,171.0,19.78024263829756,-155.4276432258736,39.092012534202,3.4
172,1960.0,4.0,1.0,5.0,3.0,58.79,172.0,19.7704268760102,-155.42051529105245,39.92619186516561,2.5
173,1960.0,4.0,1.0,5.0,51.0,43.73,173.0,19.776537308646493,-155.4366332436535,28.092127620791143,2.6
174,1960.0,4.0,1.0,6.0,9.0,52.63,174.0,20.171736988755125,-155.70091649105152,19.679614314840567,2.8
175,1960.0,4.0,4.0,13.0,25.0,37.47,175.0,19.78445563904995,-155.4548823174593,2.736394046171612,2.5
178,1960.0,4.0,9.0,18.0,17.0,48.96,178.0,19.26566927840163,-155.55114966185877,1.4408586575844735,2.6
183,1960.0,4.0,22.0,13.0,15.0,53.52,183.0,19.429496974962724,-154.93071871686948,5.319133551743427,2.7
185,1960.0,4.0,29.0,18.0,48.0,8.04,185.0,19.489032288438192,-154.91642014781638,4.308691362818706,2.5
188,1960.0,5.0,3.0,12.0,23.0,7.73,188.0,19.30127308138204,-155.1139513106473,35.30855490458698,2.7
189,1960.0,5.0,3.0,15.0,6.0,59.03,189.0,19.338178387351856,-155.1162137962211,40.06317867348396,2.9
191,1960.0,5.0,6.0,16.0,26.0,32.94,191.0,19.664182670314307,-155.26161662512868,6.085065171269893,3.4
192,1960.0,5.0,6.0,16.0,30.0,11.95,192.0,19.66320992098593,-155.25824129366794,13.511227776904658,2.5
193,1960.0,5.0,6.0,16.0,30.0,28.92,193.0,19.68413541996753,-155.2383968407834,35.53358162051688,2.8
194,1960.0,5.0,6.0,16.0,32.0,29.94,194.0,19.668665012684308,-155.2574407570155,38.20641086122348,2.8
195,1960.0,5.0,6.0,16.0,33.0,20.36,195.0,19.62350533113915,-155.3479902473877,2.7617382879621357,3.4
196,1960.0,5.0,6.0,16.0,36.0,14.18,196.0,19.65864930987508,-155.166841369152,29.5653974961558,2.5
197,1960.0,5.0,6.0,17.0,7.0,52.48,197.0,19.66692523652893,-155.20827213098,26.33944888556284,2.9
198,1960.0,5.0,6.0,21.0,30.0,3.92,198.0,19.4926999971115,-155.19915372529064,5.854851490305456,2.8
199,1960.0,5.0,7.0,0.0,36.0,38.0,199.0,19.66202045282932,-155.14973966700595,43.83012123473681,2.8
201,1960.0,5.0,12.0,11.0,20.0,28.75,201.0,19.75878595577991,-155.80135801220192,5.092497820231969,2.8
202,1960.0,5.0,21.0,1.0,54.0,44.99,202.0,19.75077343062017,-155.5004722339099,30.779767752788192,2.8
204,1960.0,5.0,24.0,21.0,50.0,41.12,204.0,19.6180729957154,-155.30137234660168,18.82087094072287,2.5
206,1960.0,5.0,30.0,16.0,28.0,36.81,206.0,19.643692904087263,-155.77734836056368,22.45505387283516,2.5
210,1960.0,6.0,13.0,18.0,51.0,7.32,210.0,19.45662062933808,-155.17893194010233,4.752888616084935,2.6
211,1960.0,6.0,14.0,20.0,12.0,12.57,211.0,19.769658528312583,-155.4572900795035,44.14386335906054,3.0
213,1960.0,6.0,18.0,12.0,22.0,34.36,213.0,19.02388839860102,-155.6259017291665,28.22385249752822,3.1
215,1960.0,6.0,24.0,3.0,37.0,44.76,215.0,19.453399353506374,-155.1945177640434,9.241625440053696,4.0
216,1960.0,6.0,24.0,3.0,44.0,22.66,216.0,19.42310944991745,-155.1568375839115,39.8752896412999,2.8
217,1960.0,6.0,26.0,7.0,10.0,53.45,217.0,19.459227749103096,-155.14658449042275,18.527162361927072,2.8
221,1960.0,7.0,29.0,4.0,48.0,16.37,221.0,19.7271716860522,-155.146951327028,12.560570628701042,3.5
222,1960.0,7.0,29.0,16.0,45.0,37.52,222.0,19.72364447255049,-155.1456440486081,31.31429759354097,2.5
223,1960.0,7.0,30.0,18.0,54.0,30.12,223.0,19.687220022080773,-154.9823526265451,20.839802829895817,2.7
225,1960.0,8.0,7.0,7.0,37.0,32.96,225.0,19.879838028441306,-155.1285136642909,44.14575787416454,2.8
226,1960.0,8.0,7.0,17.0,42.0,47.48,226.0,19.79101045790626,-155.15076793976527,3.215455328951049,3.3
230,1960.0,8.0,28.0,21.0,10.0,46.25,230.0,19.642889085022347,-155.21885607712107,37.05202787461591,2.7
233,1960.0,9.0,13.0,23.0,24.0,8.52,233.0,20.011923114003768,-155.7622925062964,35.51746713936435,3.5
235,1960.0,9.0,17.0,20.0,54.0,19.4,235.0,19.65647440307917,-155.1970476171783,4.496724453945289,2.5
238,1960.0,9.0,25.0,14.0,19.0,59.54,238.0,19.393921733645623,-155.32479417966115,9.055228639197487,2.6
239,1960.0,9.0,25.0,14.0,22.0,49.21,239.0,19.37866109658126,-155.33465726757922,1.4978147320784,4.0
240,1960.0,9.0,26.0,1.0,51.0,40.56,240.0,19.379880016442307,-155.33652821871266,2.3109692679000777,2.6
241,1960.0,9.0,26.0,17.0,55.0,58.84,241.0,19.40311783290078,-155.3169777534957,31.142062886451967,3.9
242,1960.0,9.0,26.0,17.0,59.0,55.52,242.0,19.40925133321156,-155.3186090027275,16.4987982215157,2.9
243,1960.0,9.0,26.0,18.0,0.0,45.62,243.0,19.390603574326224,-155.3761050553281,29.73470985133655,2.5
244,1960.0,9.0,26.0,19.0,6.0,51.95,244.0,19.3993813989901,-155.31639762789987,30.582572145492424,2.7
245,1960.0,9.0,26.0,19.0,55.0,44.44,245.0,19.39948040819743,-155.34401953374646,29.54203895472853,3.6
246,1960.0,9.0,26.0,19.0,56.0,53.77,246.0,19.46606729809904,-155.22943079780268,36.22704388989431,4.0
247,1960.0,9.0,26.0,19.0,56.0,53.82,247.0,19.570440083904423,-155.35535091126584,42.73425624079758,2.8
248,1960.0,9.0,26.0,19.0,57.0,58.82,248.0,19.44077273202288,-155.27220617926793,41.82420207648574,2.9
249,1960.0,9.0,26.0,20.0,1.0,8.71,249.0,19.420937860995004,-155.26249913067383,32.59885861999944,2.5
250,1960.0,9.0,26.0,20.0,1.0,46.47,250.0,19.41746297132715,-155.26433201216844,35.51089681823206,3.1
251,1960.0,9.0,26.0,20.0,5.0,1.67,251.0,19.404523640970453,-155.33368207876103,21.46127626383764,3.0
252,1960.0,9.0,26.0,20.0,7.0,1.82,252.0,19.41570765318173,-155.2623602494862,2.011296548716077,3.5
253,1960.0,9.0,26.0,20.0,21.0,30.69,253.0,19.46305954241354,-155.22342678225706,39.60195781255643,2.5
254,1960.0,9.0,26.0,23.0,45.0,28.12,254.0,19.7738080824439,-155.23500668837028,10.237389210777057,2.6
255,1960.0,9.0,27.0,10.0,11.0,55.19,255.0,19.38085292473514,-155.33082293851618,21.38984974027009,2.9
256,1960.0,9.0,30.0,15.0,49.0,39.99,256.0,19.386626425342115,-155.33511732774824,20.981442010935808,2.7
257,1960.0,10.0,1.0,16.0,7.0,32.43,257.0,19.378322226887448,-155.32296642276378,38.15738789171311,2.6
258,1960.0,10.0,3.0,11.0,29.0,42.98,258.0,19.37750859988577,-155.32689140527484,40.45955113984592,2.7
259,1960.0,10.0,4.0,16.0,35.0,19.84,259.0,19.388841545864647,-155.3464984289799,27.996241597326787,2.6
262,1960.0,10.0,17.0,12.0,18.0,49.27,262.0,20.001056093373943,-155.6947121450927,20.73633294211053,2.5
263,1960.0,10.0,17.0,19.0,23.0,52.07,263.0,19.996668930154,-155.69685431390133,28.072846210812152,2.8
266,1960.0,10.0,20.0,7.0,12.0,36.22,266.0,20.021675808509137,-155.73318769392912,5.669100512392806,2.6
267,1960.0,10.0,21.0,16.0,4.0,23.95,267.0,19.37255634355066,-155.61237858025288,23.418354754528156,2.6
272,1960.0,11.0,8.0,15.0,48.0,19.01,272.0,19.76689936663763,-155.99046732113953,28.25087804995369,3.3
275,1960.0,11.0,11.0,3.0,38.0,58.94,275.0,19.49781971529112,-155.065741380987,29.847304157244977,2.7
276,1960.0,11.0,11.0,4.0,47.0,42.07,276.0,19.53163301602967,-155.03369871730945,25.18239489050309,2.7
278,1960.0,11.0,13.0,3.0,17.0,54.57,278.0,19.73473062996453,-155.96606960065716,13.100684452399618,2.9
279,1960.0,11.0,13.0,3.0,41.0,6.32,279.0,19.77792075060545,-155.65968699225377,32.41461434649546,2.7
280,1960.0,11.0,13.0,14.0,51.0,58.37,280.0,20.045508429792445,-155.6935030769423,37.20095793302258,2.6
281,1960.0,11.0,15.0,6.0,29.0,18.1,281.0,19.55641117675932,-155.06911940026967,22.381886743517917,2.5
282,1960.0,11.0,22.0,10.0,41.0,25.18,282.0,19.66810940481124,-155.21607378647346,11.293456891831644,3.5
284,1960.0,12.0,3.0,5.0,38.0,25.26,284.0,20.032321442493355,-155.683094547999,21.385234784547496,2.5
287,1960.0,12.0,15.0,5.0,46.0,58.8,287.0,19.51945601776023,-155.00696878314994,4.479621466444533,2.6
288,1960.0,12.0,16.0,4.0,56.0,7.48,288.0,20.00357027427209,-155.68669080658012,12.315606741427562,3.7
290,1960.0,12.0,20.0,9.0,41.0,33.92,290.0,19.41382003627748,-155.32486286693842,5.684986968813182,2.5
291,1960.0,12.0,20.0,9.0,42.0,24.05,291.0,19.45769340639459,-155.3428499679086,20.662932418420738,2.8
293,1960.0,12.0,27.0,2.0,6.0,41.67,293.0,19.83005136508776,-155.88361506577073,13.546091986274714,3.8
294,1960.0,12.0,27.0,2.0,7.0,47.05,294.0,19.83542211926636,-155.8858048339836,34.28734351700485,2.7
295,1960.0,12.0,27.0,2.0,8.0,39.25,295.0,19.82779291287845,-155.87437382638063,44.41129007694455,3.7
296,1960.0,12.0,27.0,2.0,14.0,45.61,296.0,19.55873434794741,-155.65424573184563,25.076120071218583,3.0
297,1960.0,12.0,27.0,2.0,18.0,51.86,297.0,19.558617261956147,-155.658700912209,25.57117562631068,2.7
298,1960.0,12.0,27.0,2.0,21.0,6.18,298.0,19.558526460019653,-155.6412138422146,37.03862490052582,2.6
299,1960.0,12.0,28.0,10.0,40.0,7.78,299.0,19.813549428355547,-155.87078781074612,11.652817071815946,2.8
300,1960.0,12.0,28.0,10.0,45.0,38.79,300.0,19.81943592385446,-155.86021695605697,30.010810614846854,3.0
302,1961.0,1.0,1.0,0.0,3.0,14.61,302.0,19.22888636091017,-155.8159797124496,36.44642886109643,2.6
303,1961.0,1.0,2.0,14.0,45.0,11.39,303.0,19.817265281194064,-155.88518300027303,22.97832415480116,3.0
304,1961.0,1.0,2.0,22.0,53.0,14.64,304.0,19.81760241878532,-155.87626168085328,18.788631183067917,3.8
307,1961.0,1.0,6.0,3.0,7.0,15.17,307.0,19.93441767827249,-155.74713084432372,43.646729230863855,2.8
308,1961.0,1.0,8.0,14.0,1.0,22.57,308.0,19.479015515015547,-155.3043646125363,31.219132403956085,2.6
311,1961.0,1.0,10.0,9.0,47.0,33.81,311.0,19.40271857977256,-155.56936463038866,19.9404617685252,2.6
312,1961.0,1.0,13.0,20.0,27.0,5.44,312.0,19.429110939157667,-155.4235614864408,38.39202351488539,3.3
318,1961.0,2.0,9.0,22.0,17.0,59.64,318.0,19.768932431321566,-155.94778139220512,34.19712580884271,2.6
320,1961.0,2.0,10.0,4.0,4.0,2.67,320.0,19.92186283354556,-155.71344380805766,4.224788770652714,4.8
321,1961.0,2.0,10.0,4.0,4.0,3.44,321.0,19.9390184987522,-155.7305751877361,35.79695779417132,3.0
322,1961.0,2.0,10.0,4.0,6.0,8.86,322.0,19.956677303641264,-155.69601202239036,34.53588048807244,2.6
323,1961.0,2.0,10.0,4.0,8.0,20.51,323.0,19.98052418795756,-155.70505224189955,14.085283036468123,2.7
324,1961.0,2.0,10.0,4.0,9.0,30.87,324.0,19.881367420151104,-155.612160333965,2.4212125264489024,2.7
325,1961.0,2.0,10.0,4.0,22.0,26.24,325.0,19.920074638892626,-155.72231795262007,10.48750161504831,2.7
326,1961.0,2.0,10.0,4.0,50.0,42.27,326.0,19.95383981809091,-155.7637812848977,10.179458640294222,3.6
327,1961.0,2.0,10.0,5.0,27.0,40.78,327.0,19.94929512624596,-155.7355829111791,23.00437326060574,2.7
328,1961.0,2.0,10.0,10.0,13.0,38.81,328.0,19.92588523422462,-155.71546079396074,31.960159204447745,3.2
329,1961.0,2.0,10.0,15.0,36.0,31.85,329.0,19.8931833396724,-155.74366585560622,27.340209315605847,2.9
330,1961.0,2.0,10.0,23.0,33.0,35.86,330.0,19.491398666569665,-155.88720727763166,38.57318565083678,2.9
331,1961.0,2.0,11.0,5.0,45.0,27.02,331.0,19.919628091209304,-155.71151345537433,8.922955896913583,2.5
332,1961.0,2.0,11.0,9.0,9.0,53.12,332.0,19.80685885149446,-155.86642927565626,5.978077881479869,2.5
333,1961.0,2.0,12.0,6.0,37.0,9.42,333.0,19.93584122291125,-155.6514506522864,30.138091378243857,2.6
334,1961.0,2.0,12.0,7.0,22.0,36.88,334.0,19.917578107834306,-155.7035558719299,1.9849588568549892,2.6
335,1961.0,2.0,15.0,17.0,44.0,43.07,335.0,19.925426512829347,-155.7024432786326,7.486070059606128,3.4
336,1961.0,2.0,15.0,17.0,47.0,44.49,336.0,19.925449368150893,-155.72262337371245,13.410591536832047,2.7
337,1961.0,2.0,19.0,16.0,38.0,44.29,337.0,19.765894573042804,-155.53143019868062,41.95649494285207,2.5
338,1961.0,2.0,22.0,14.0,48.0,19.26,338.0,19.97012832435324,-155.74186676703678,37.27418201383414,3.6
339,1961.0,2.0,22.0,15.0,12.0,25.44,339.0,19.97357918720904,-155.74369269643097,13.242121467755489,2.5
340,1961.0,2.0,25.0,1.0,31.0,29.1,340.0,19.939320062660883,-155.75650881419702,9.31300958376421,2.5
342,1961.0,3.0,7.0,1.0,40.0,49.36,342.0,19.937164538919127,-155.6484451949114,34.866398745337406,2.6
343,1961.0,3.0,12.0,8.0,16.0,53.24,343.0,20.039007905794264,-155.81274441565483,41.28417704232631,2.5
346,1961.0,4.0,2.0,3.0,48.0,31.63,346.0,19.904610259171523,-155.5806336207731,24.32510605609345,3.8
347,1961.0,4.0,2.0,5.0,33.0,55.79,347.0,19.895316383761443,-155.5844253679937,21.027571776888724,2.5
348,1961.0,4.0,4.0,16.0,4.0,54.8,348.0,19.941000827246697,-155.59570966399383,23.72452160725599,2.8
349,1961.0,4.0,8.0,5.0,46.0,22.66,349.0,19.93355223574881,-155.60122489565398,27.36643839309965,2.8
350,1961.0,4.0,14.0,7.0,33.0,52.12,350.0,19.880903803210288,-155.6088753531634,6.196211736421813,3.0
351,1961.0,4.0,16.0,7.0,12.0,27.52,351.0,19.900861551652696,-155.54342544417008,41.237397201295245,2.7
353,1961.0,4.0,23.0,10.0,12.0,25.3,353.0,19.8398197350082,-155.86877014358552,33.301453803015924,2.9
354,1961.0,5.0,1.0,1.0,46.0,43.82,354.0,19.819843047411943,-155.6266808279928,12.535677618817395,3.8
355,1961.0,5.0,1.0,3.0,31.0,6.16,355.0,19.827571303750624,-155.63228655941813,13.52785078285873,2.5
356,1961.0,5.0,2.0,18.0,15.0,30.81,356.0,19.818250502066803,-155.62016793418056,21.2773399351832,2.5
358,1961.0,5.0,7.0,0.0,40.0,29.55,358.0,19.265178328039667,-155.8734662113268,12.874799309754724,2.5
359,1961.0,5.0,7.0,1.0,20.0,38.91,359.0,19.274884730043787,-155.8768314346032,44.7237332989223,2.7
362,1961.0,5.0,24.0,12.0,11.0,21.18,362.0,19.829276497332582,-155.85669396247278,16.161935169273207,2.6
364,1961.0,5.0,25.0,19.0,34.0,22.35,364.0,19.065568821035075,-155.72866229178766,4.182514902166496,2.8
365,1961.0,5.0,25.0,19.0,39.0,49.75,365.0,19.075418702323766,-155.73297503358032,11.567816102395083,2.8
366,1961.0,5.0,25.0,19.0,47.0,16.45,366.0,19.08879466358279,-155.75038239283373,19.724256207314443,2.6
367,1961.0,5.0,25.0,21.0,30.0,20.76,367.0,19.06552926608137,-155.7374729270279,43.101535900971975,2.5
368,1961.0,5.0,25.0,21.0,53.0,3.16,368.0,19.076951711903472,-155.74319740090016,39.99690423464942,2.7
369,1961.0,5.0,26.0,0.0,32.0,38.76,369.0,19.08359468979712,-155.73271281606685,42.79461655541392,2.5
371,1961.0,5.0,26.0,6.0,49.0,12.68,371.0,19.393133611589903,-155.38587765017516,10.147375905305108,3.6
372,1961.0,5.0,28.0,14.0,41.0,18.45,372.0,19.412510154533752,-155.39343984107097,11.576493886539929,2.7
375,1961.0,5.0,31.0,1.0,19.0,43.31,375.0,19.70110208725533,-155.45973178931908,16.783939717034485,2.8
376,1961.0,6.0,1.0,1.0,25.0,6.41,376.0,19.754895283494218,-155.99608799543458,1.920461475080005,3.4
