,year,month,day,hour,minute,sec,N,latitude,longitude,depth,magnitude
112,1959.0,8.0,12.0,11.0,47.0,36.56,112.0,19.8504934312724,-155.47932423497147,44.23826608848369,2.6
113,1959.0,8.0,17.0,7.0,37.0,43.03,113.0,19.753327409902656,-155.0958416150542,24.023214145967508,2.5
114,1959.0,9.0,7.0,15.0,2.0,42.57,114.0,19.558865340664585,-155.13995272456148,29.461380211158527,2.8
115,1959.0,9.0,14.0,23.0,59.0,20.22,115.0,19.61430487572408,-155.7963905372552,8.075047483071543,3.4
118,1959.0,9.0,16.0,19.0,9.0,34.55,118.0,19.858922803438364,-155.16014355496563,36.26450385900466,3.1
119,1959.0,9.0,18.0,17.0,39.0,43.27,119.0,19.216267890086705,-155.51878911790445,7.185069637694582,2.5
120,1959.0,9.0,22.0,7.0,12.0,26.52,120.0,19.446906557891893,-154.88882303557284,40.12620699481892,3.3
123,1959.0,9.0,29.0,0.0,3.0,53.18,123.0,19.676020535330668,-155.46122352694357,13.075395094551212,2.8
124,1959.0,10.0,8.0,8.0,35.0,25.39,124.0,19.584051654986705,-155.27056394945666,10.463352360297828,3.0
126,1959.0,10.0,16.0,4.0,39.0,27.25,126.0,20.12166174762516,-155.72998880436268,9.42553393471766,2.6
127,1959.0,10.0,19.0,14.0,39.0,0.23,127.0,19.896500103450045,-155.45421254606015,36.55754645675486,2.6
128,1959.0,10.0,24.0,18.0,12.0,39.94,128.0,19.62148919346373,-155.62065977589393,31.868650953390343,3.1
131,1959.0,10.0,26.0,0.0,7.0,4.13,131.0,19.05623741186747,-155.71170431109746,12.106427604429276,2.8
133,1959.0,10.0,29.0,21.0,0.0,44.19,133.0,19.004740514276577,-155.7033024960171,14.58195538001866,2.6
134,1959.0,10.0,30.0,17.0,23.0,0.24,134.0,19.873707115550776,-155.1495150669344,26.89332646574505,2.8
135,1959.0,11.0,17.0,6.0,17.0,13.17,135.0,19.3635318074844,-155.54649661887024,6.0690288124724905,2.5
137,1959.0,11.0,26.0,6.0,18.0,39.71,137.0,19.62106024950624,-155.11853604468675,11.764579509260448,4.1
142,1959.0,11.0,27.0,3.0,34.0,56.45,142.0,19.561038145635923,-154.91712202473215,3.325820464914045,2.8
143,1959.0,11.0,27.0,9.0,5.0,28.68,143.0,19.1501554621369,-155.48385627185226,24.70729343215601,3.4
145,1959.0,11.0,30.0,12.0,52.0,30.41,145.0,19.79781591743792,-155.35970168590978,18.06135514182897,2.6
146,1959.0,12.0,3.0,4.0,32.0,29.6,146.0,19.35385999285524,-155.39745260970994,8.492233928022094,3.4
147,1959.0,12.0,5.0,4.0,30.0,24.65,147.0,19.58234686135156,-155.01745643004983,23.980401355189752,2.9
150,1959.0,12.0,6.0,22.0,46.0,4.08,150.0,19.27791318912665,-155.62138801357037,8.194586769528984,2.7
151,1959.0,12.0,8.0,10.0,17.0,8.38,151.0,19.67393648350373,-155.8985890623512,20.15967153315631,3.1
155,1959.0,12.0,13.0,2.0,59.0,59.29,155.0,19.51919178326782,-155.00079471568085,32.59010653591932,2.6
156,1959.0,12.0,13.0,7.0,20.0,6.6,156.0,19.36915658639917,-155.80167250644126,4.648358150622817,2.7
158,1959.0,12.0,24.0,17.0,34.0,1.42,158.0,19.279041393534254,-155.52293838321094,34.19340124885001,3.0
160,1959.0,12.0,28.0,10.0,37.0,27.89,160.0,18.96752462504582,-155.72161383957484,35.77415305678359,2.6
163,1959.0,12.0,29.0,13.0,56.0,47.69,163.0,19.447084177673773,-154.87957235390016,14.310495221849038,2.5
164,1960.0,1.0,3.0,21.0,55.0,9.37,164.0,20.07631562025445,-155.41565400340187,33.13789919629877,2.6
165,1960.0,1.0,9.0,6.0,47.0,58.97,165.0,19.11182983713907,-155.61664819824068,30.76366427588687,2.5
168,1960.0,1.0,21.0,14.0,1.0,39.95,168.0,19.80107119991052,-155.88635786419232,4.613315101585783,2.5
169,1960.0,1.0,31.0,1.0,56.0,18.94,169.0,19.579878767690296,-155.138782187801,38.28688676173938,2.8
170,1960.0,3.0,10.0,0.0,45.0,44.39,170.0,19.636533186657942,-155.25531178607653,34.915819117760336,2.7
174,1960.0,3.0,30.0,9.0,31.0,13.46,174.0,19.87981231878488,-155.4622647639431,23.520059535290795,3.1
178,1960.0,4.0,17.0,11.0,45.0,22.3,178.0,19.66188746657384,-155.06243871446512,2.826014954258018,2.5
181,1960.0,4.0,20.0,22.0,44.0,33.16,181.0,19.71297259799792,-155.20148769922812,25.620540547458404,2.7
182,1960.0,4.0,25.0,22.0,38.0,31.51,182.0,19.966166949270235,-155.6496130604131,40.93417095025502,2.7
202,1960.0,4.0,30.0,13.0,44.0,1.42,202.0,19.23632780624164,-155.62024434983562,37.66428072153708,2.7
206,1960.0,5.0,7.0,15.0,12.0,36.3,206.0,19.822736180746592,-155.96146899359678,40.236528307227175,3.1
210,1960.0,5.0,17.0,19.0,35.0,22.08,210.0,20.02890437123142,-155.58629366369377,10.1806983158311,3.5
213,1960.0,5.0,17.0,23.0,36.0,15.2,213.0,20.046040178742366,-155.77818233286425,38.20139918558978,3.0
215,1960.0,5.0,21.0,18.0,24.0,11.16,215.0,19.430534221230456,-155.90635843538527,31.81657679757783,2.5
220,1960.0,5.0,23.0,17.0,36.0,28.12,220.0,19.370922526726467,-155.65461746098458,23.45879922339874,2.7
221,1960.0,5.0,31.0,6.0,8.0,50.38,221.0,19.07314558896828,-155.5614936711865,20.024500051167838,2.7
222,1960.0,6.0,3.0,0.0,1.0,5.92,222.0,19.736874391169216,-155.7984831433254,8.71885759166256,2.7
223,1960.0,6.0,4.0,1.0,39.0,53.8,223.0,19.47325770208571,-155.3625042642012,4.302062236677509,2.9
224,1960.0,6.0,4.0,21.0,22.0,39.06,224.0,19.63887634480305,-154.99315970206615,9.966754051248175,2.6
225,1960.0,6.0,16.0,14.0,33.0,28.45,225.0,19.67825036575548,-155.79110832108287,2.9717269527318493,2.5
227,1960.0,6.0,18.0,21.0,6.0,33.13,227.0,19.196566341748287,-155.64594546062648,31.05283602852632,3.3
228,1960.0,6.0,19.0,5.0,43.0,35.76,228.0,19.16989340974961,-155.81862430659518,19.89212161259741,3.3
230,1960.0,6.0,20.0,2.0,46.0,3.5,230.0,19.87424450024362,-155.12906643465834,43.57327387693822,3.5
249,1960.0,6.0,23.0,19.0,4.0,6.78,249.0,20.03515560580289,-155.39633802185867,42.823825749475866,2.6
252,1960.0,6.0,25.0,21.0,44.0,17.72,252.0,19.63262929905041,-155.43218289216844,18.24322494248869,2.6
253,1960.0,6.0,26.0,16.0,41.0,13.34,253.0,19.927050258624583,-155.22376027668224,12.533244385749652,2.7
255,1960.0,6.0,29.0,10.0,47.0,20.38,255.0,19.47703175062763,-155.48236151671915,14.611373059229134,3.4
262,1960.0,7.0,14.0,1.0,16.0,14.99,262.0,19.81579443066983,-155.770358800339,11.403116814160466,2.8
264,1960.0,7.0,16.0,16.0,4.0,30.68,264.0,19.660143777987944,-155.4245381290983,35.669195545544056,2.5
265,1960.0,7.0,18.0,7.0,13.0,49.94,265.0,19.42710736211764,-155.51309039955115,7.490106145497769,4.2
291,1960.0,7.0,30.0,16.0,0.0,24.28,291.0,19.984554045667053,-155.40041276337973,32.00405018574455,3.4
297,1960.0,8.0,12.0,17.0,30.0,13.35,297.0,19.31272672617684,-155.2677691153573,26.26473241860635,2.6
298,1960.0,8.0,14.0,0.0,54.0,28.86,298.0,19.224556073291595,-155.88128400179926,27.76317897566376,2.7
299,1960.0,8.0,15.0,1.0,50.0,1.28,299.0,19.55031480254648,-155.12372530969017,6.320566965952846,2.6
302,1960.0,8.0,16.0,19.0,1.0,44.23,302.0,19.074516770251275,-155.68863688588877,37.386356562467874,4.3
305,1960.0,8.0,26.0,1.0,32.0,50.19,305.0,19.3440236145046,-155.68975168681186,4.576474358330806,2.6
307,1960.0,9.0,2.0,9.0,20.0,42.0,307.0,19.46093946156351,-155.8812854425088,6.076394254170678,2.8
308,1960.0,9.0,3.0,1.0,39.0,3.76,308.0,19.917631744400445,-155.83487391974225,6.1027618061004345,2.7
311,1960.0,9.0,19.0,13.0,2.0,49.81,311.0,19.442776764688784,-155.20672278267403,11.99418771509226,2.5
312,1960.0,9.0,20.0,18.0,28.0,10.62,312.0,19.067488063398027,-155.71740014326156,41.03073355577509,2.5
317,1960.0,9.0,26.0,17.0,28.0,19.6,317.0,19.812229219008486,-155.30364495441796,24.84000200358913,2.5
321,1960.0,10.0,9.0,21.0,30.0,25.57,321.0,19.75903141422492,-155.99847275094535,38.266322907743934,2.6
322,1960.0,10.0,12.0,10.0,0.0,35.9,322.0,20.030715148788456,-155.46185891907515,21.072940459220757,2.5
323,1960.0,10.0,13.0,4.0,53.0,18.27,323.0,19.33580545431314,-155.8727989388732,16.99221138287033,2.9
325,1960.0,10.0,15.0,22.0,12.0,14.84,325.0,19.642480480112244,-154.96153638883516,10.909087786199803,3.1
328,1960.0,10.0,20.0,14.0,8.0,5.15,328.0,19.38021496379164,-155.83428154538908,37.9398590700522,3.4
329,1960.0,10.0,21.0,7.0,13.0,58.69,329.0,20.01532467976449,-155.65007002972135,40.106500096765885,2.8
331,1960.0,10.0,27.0,6.0,52.0,51.42,331.0,19.4973765441304,-155.65484456019223,22.22916530198465,3.1
332,1960.0,10.0,27.0,18.0,16.0,38.19,332.0,19.42395980336849,-155.1999863555332,10.28581433114123,2.5
333,1960.0,10.0,29.0,20.0,8.0,13.32,333.0,19.697039684008185,-155.89600758544285,39.19852605612999,2.5
334,1960.0,11.0,4.0,5.0,11.0,59.63,334.0,19.937865105971778,-155.2454098376932,33.06583490371482,2.5
336,1960.0,11.0,9.0,4.0,19.0,41.12,336.0,19.33597594995773,-155.0888489627654,24.29751809218047,3.0
342,1960.0,12.0,5.0,11.0,31.0,55.47,342.0,19.83842487012236,-155.83848516142268,17.87858958195539,2.5
343,1960.0,12.0,8.0,8.0,14.0,36.09,343.0,19.027129338097467,-155.75894115084492,3.467438746125464,2.5
346,1960.0,12.0,24.0,21.0,22.0,28.59,346.0,19.637074701611645,-155.00666345941042,42.59333076360176,4.1
349,1960.0,12.0,27.0,0.0,54.0,40.67,349.0,20.13577540828232,-155.72630452146495,37.57299681590984,2.5
351,1960.0,12.0,28.0,11.0,59.0,55.34,351.0,19.844372201406863,-155.5854980603484,26.756055271666344,2.7
355,1960.0,12.0,29.0,23.0,22.0,42.35,355.0,19.706593900532024,-155.2617679677569,28.553875847183225,2.9
356,1961.0,1.0,10.0,9.0,33.0,27.34,356.0,19.19318512693395,-155.83859247898113,16.66525981857229,2.7
357,1961.0,1.0,15.0,3.0,33.0,15.54,357.0,19.44051891312498,-155.42903812143035,25.93302342428848,3.4
360,1961.0,1.0,24.0,11.0,30.0,42.97,360.0,19.28736130502379,-155.85584562297274,39.59838418094147,2.6
361,1961.0,1.0,31.0,15.0,39.0,17.22,361.0,19.352669971697743,-155.58654271294807,20.584198429597453,2.6
362,1961.0,2.0,4.0,19.0,42.0,36.29,362.0,19.8922559627424,-155.2898123887195,33.952681625658826,2.8
364,1961.0,2.0,10.0,17.0,14.0,28.25,364.0,19.700509902483184,-155.4023736159441,25.241600701682792,3.5
374,1961.0,2.0,18.0,12.0,2.0,51.36,374.0,19.95413718188501,-155.57785019578486,30.169784623878357,3.1
376,1961.0,2.0,23.0,8.0,16.0,39.37,376.0,19.53641972708133,-155.64237349767706,22.9916462789216,2.6
377,1961.0,2.0,24.0,3.0,31.0,46.02,377.0,19.54660103343917,-155.37424159571387,26.11476179131867,2.5
382,1961.0,3.0,3.0,4.0,28.0,41.04,382.0,19.798321927903743,-155.4732473422243,36.60249956478194,2.6
383,1961.0,3.0,12.0,23.0,35.0,49.94,383.0,19.597970873309464,-155.83406001673757,33.442210321584035,3.5
385,1961.0,3.0,13.0,11.0,35.0,59.83,385.0,19.36030735450788,-155.47261047496298,20.86375644124448,3.6
386,1961.0,3.0,21.0,2.0,30.0,29.92,386.0,19.6579085146873,-155.5283276284349,37.980134067497175,3.4
387,1961.0,3.0,25.0,11.0,53.0,43.82,387.0,19.93753275831997,-155.27699552512135,5.554270857281969,2.5
389,1961.0,4.0,17.0,22.0,0.0,36.97,389.0,19.35941240463384,-155.47344730063372,43.03243574466316,3.0
390,1961.0,4.0,29.0,23.0,45.0,50.01,390.0,19.41580861574996,-155.02303651471357,16.182111754760314,3.3
392,1961.0,5.0,1.0,22.0,17.0,30.85,392.0,19.213504994378223,-155.41710756476752,31.151695663692458,2.6
393,1961.0,5.0,5.0,12.0,31.0,34.64,393.0,19.69547895518267,-155.0541746159847,10.425448930295504,3.0
394,1961.0,5.0,7.0,12.0,3.0,53.84,394.0,19.37544026150684,-155.3465814061419,40.50396686965791,2.5
395,1961.0,5.0,7.0,20.0,40.0,11.11,395.0,20.0171177842695,-155.7166527821617,2.940928822272028,2.5
396,1961.0,5.0,10.0,2.0,1.0,37.27,396.0,19.41305979351008,-155.89567436731792,30.31670037527497,3.6
399,1961.0,5.0,14.0,2.0,26.0,31.79,399.0,20.068163607641328,-155.50901210665148,18.541250613607104,2.6
400,1961.0,5.0,14.0,3.0,51.0,46.96,400.0,19.723286909124745,-155.88810882213633,29.47797496582124,2.6
402,1961.0,5.0,27.0,2.0,10.0,23.36,402.0,19.400073419505738,-155.34166141858896,34.924701535910806,2.9
403,1961.0,5.0,28.0,7.0,55.0,15.92,403.0,19.651668419319364,-155.6904879546018,42.33464460124017,2.9
405,1961.0,6.0,7.0,12.0,3.0,31.22,405.0,19.72045553103422,-155.9915867599056,19.76475834155201,2.5
406,1961.0,6.0,12.0,0.0,37.0,21.22,406.0,19.04009493888965,-155.60223761353296,28.194164319526354,2.8
407,1961.0,6.0,14.0,15.0,2.0,10.6,407.0,19.51779129681053,-155.3367115430758,22.621931658173157,2.8
409,1961.0,6.0,15.0,10.0,14.0,50.55,409.0,19.846083714019382,-155.71075902186624,22.95900332205594,2.5
410,1961.0,6.0,16.0,15.0,37.0,42.75,410.0,19.706923227934347,-155.57285505664467,28.535762139794155,3.1
411,1961.0,6.0,21.0,0.0,51.0,32.26,411.0,19.49112020132761,-155.6316217951815,13.045090404835596,2.5
413,1961.0,6.0,27.0,0.0,9.0,8.55,413.0,19.416692377730243,-155.1448437517563,38.90619009736164,2.5
414,1961.0,7.0,3.0,7.0,35.0,17.38,414.0,19.9890737536984,-155.49829959262829,16.911515084970368,2.8
415,1961.0,7.0,8.0,2.0,43.0,41.16,415.0,19.393555612510525,-155.4764957142919,30.09149864164108,2.6
416,1961.0,7.0,18.0,9.0,50.0,29.54,416.0,19.66923364572851,-155.87443050535367,4.707673712578773,2.5
417,1961.0,7.0,21.0,18.0,33.0,43.59,417.0,19.45909752190857,-155.0057092657176,4.499730589240992,2.7
418,1961.0,7.0,22.0,8.0,53.0,47.39,418.0,19.644042185373475,-155.23933018431038,5.273308311756418,2.6
419,1961.0,7.0,25.0,20.0,16.0,54.97,419.0,19.79366349779129,-155.73624242467582,14.204065544291376,3.1
420,1961.0,7.0,26.0,22.0,24.0,36.08,420.0,20.22440488560413,-155.78997603846483,27.96943798149076,3.4
421,1961.0,8.0,16.0,5.0,58.0,3.57,421.0,19.369535402058577,-155.3127979738447,3.727568407594468,2.6
423,1961.0,8.0,18.0,8.0,31.0,54.08,423.0,19.8186832375358,-155.7898238637714,36.266865274918665,2.5
425,1961.0,8.0,21.0,7.0,58.0,47.76,425.0,19.64754918558821,-155.61316139330242,35.35221148339541,3.0
426,1961.0,8.0,23.0,18.0,11.0,51.19,426.0,19.314940424743973,-155.32410053099045,18.25443952499585,3.3
428,1961.0,8.0,28.0,4.0,33.0,30.11,428.0,19.819047788551885,-155.88012300372378,5.438189194102962,3.1
431,1961.0,9.0,2.0,23.0,35.0,38.54,431.0,19.511615214285666,-154.83651332527643,32.61086142971827,2.7
432,1961.0,9.0,24.0,17.0,22.0,37.54,432.0,19.50625265975757,-155.87427200342262,2.347001180382345,3.3
438,1961.0,10.0,8.0,15.0,29.0,2.81,438.0,20.123663274391543,-155.60019900809323,3.286389541045847,2.5
439,1961.0,10.0,13.0,5.0,41.0,1.77,439.0,20.01235893534637,-155.46123181908152,43.24156384249729,2.5
440,1961.0,10.0,17.0,12.0,18.0,3.96,440.0,19.58882131414768,-154.96882063766375,27.030462655220145,2.5
441,1961.0,10.0,21.0,7.0,30.0,27.34,441.0,19.91665017098391,-155.8190953975216,18.30585781352472,2.8
442,1961.0,10.0,25.0,1.0,31.0,2.15,442.0,20.10298129319959,-155.73502645062774,24.425711544479725,2.9
443,1961.0,11.0,4.0,14.0,0.0,9.54,443.0,19.46044524587429,-155.77353922431303,19.59272689613118,4.0
502,1961.0,11.0,5.0,1.0,15.0,59.72,502.0,19.562980091266645,-155.9088332565403,25.82810587778741,2.7
521,1961.0,11.0,8.0,3.0,19.0,5.43,521.0,19.315370677095377,-155.14542695821518,1.5458949994803215,2.9
529,1961.0,11.0,12.0,3.0,11.0,15.37,529.0,19.99684153520664,-155.2487156370378,37.18366590923495,3.3
535,1961.0,11.0,13.0,13.0,42.0,0.03,535.0,19.927278349659,-155.68576969180532,14.765866002830196,2.7
538,1961.0,11.0,14.0,8.0,38.0,45.31,538.0,19.357851038947747,-155.516849853035,34.181867129438736,2.6
545,1961.0,11.0,22.0,3.0,14.0,3.88,545.0,19.071519024627857,-155.82219037645487,44.18549100318991,2.5
547,1961.0,11.0,25.0,15.0,54.0,55.94,547.0,19.241393203348025,-155.39056444430634,44.6158444581301,3.3
550,1961.0,11.0,26.0,21.0,32.0,20.61,550.0,19.544729177904667,-155.57112281589144,29.928701547530974,3.3
551,1961.0,11.0,28.0,12.0,46.0,34.45,551.0,19.348246844892856,-155.68156979460005,28.1378701632438,4.0
557,1961.0,12.0,7.0,2.0,52.0,8.11,557.0,19.7670054323023,-155.55555277887714,43.85681709784475,4.6
582,1961.0,12.0,23.0,9.0,8.0,43.74,582.0,19.64013865244979,-155.09468278698807,29.099694804827227,3.0
584,1961.0,12.0,26.0,2.0,33.0,9.65,584.0,19.50175794228143,-155.28934320952675,28.445841057851133,2.7
586,1961.0,12.0,27.0,3.0,45.0,1.66,586.0,19.391519256846284,-155.56255719861298,30.4557563466415,2.8
587,1961.0,12.0,29.0,0.0,32.0,30.1,587.0,19.755958928271056,-155.99600801760707,29.761589991955265,3.2
599,1962.0,1.0,8.0,21.0,15.0,8.21,599.0,19.79580696576207,-155.30818700457073,36.52630746409653,2.5
602,1962.0,1.0,15.0,0.0,15.0,41.12,602.0,19.023113585818383,-155.81994638792784,11.253112231671484,3.1
603,1962.0,1.0,17.0,13.0,42.0,31.47,603.0,19.6881212326237,-155.31496461564268,6.807083759592199,2.6
610,1962.0,1.0,24.0,22.0,51.0,49.5,610.0,19.43454888783212,-155.0449269275769,32.471652807734685,2.5
612,1962.0,1.0,31.0,11.0,35.0,20.4,612.0,19.578057644570134,-155.6502774532527,28.48692613348216,2.7
616,1962.0,2.0,8.0,15.0,27.0,38.77,616.0,19.245307037782403,-155.32109110783833,17.258192022399456,3.3
617,1962.0,2.0,11.0,13.0,14.0,17.5,617.0,19.54238953911673,-155.323767216357,40.00162536686654,3.2
618,1962.0,2.0,12.0,18.0,39.0,55.69,618.0,19.1529857592045,-155.68684552846062,37.872930056957024,2.5
620,1962.0,2.0,15.0,5.0,9.0,15.71,620.0,19.4934176029253,-155.67329635309218,8.428761976894933,2.5
623,1962.0,2.0,19.0,13.0,59.0,18.17,623.0,19.670732365940047,-155.52639613992437,26.78470313087673,3.0
625,1962.0,2.0,20.0,5.0,47.0,51.55,625.0,19.83104577289226,-155.5225468084656,13.53354161601247,2.5
628,1962.0,3.0,3.0,22.0,1.0,31.98,628.0,19.87805395155736,-155.68972228338592,1.8800570256461608,3.3
630,1962.0,3.0,7.0,12.0,8.0,16.51,630.0,20.03118047914992,-155.56803916965958,34.082306838288055,2.5
632,1962.0,3.0,15.0,19.0,34.0,20.96,632.0,19.286634205833327,-155.66029067465095,10.798125282950211,2.6
633,1962.0,3.0,17.0,4.0,29.0,11.68,633.0,19.568006528244823,-155.60158428217196,39.104061615112585,2.9
634,1962.0,3.0,21.0,3.0,32.0,22.59,634.0,19.99306361339228,-155.49472759634358,39.96288826764439,2.7
635,1962.0,3.0,22.0,12.0,28.0,27.91,635.0,19.37081208555044,-155.35713074798514,36.40757802610341,2.7
637,1962.0,3.0,28.0,21.0,49.0,50.23,637.0,19.6110111754901,-155.03275279356336,4.758172735540851,3.0
638,1962.0,4.0,11.0,12.0,29.0,58.18,638.0,19.092215297468435,-155.52948147720386,18.85642189277092,2.7
640,1962.0,4.0,20.0,6.0,41.0,50.34,640.0,19.51303848472178,-155.7778189059241,18.33125414485832,2.8
641,1962.0,4.0,24.0,10.0,48.0,15.06,641.0,19.65546515345685,-155.12329938382666,18.75520314693809,2.6
645,1962.0,5.0,3.0,22.0,55.0,42.07,645.0,19.35537633631311,-155.62779644132038,3.0833308804997186,2.6
648,1962.0,5.0,11.0,2.0,27.0,57.03,648.0,19.5110764166404,-155.85001259163494,9.620964414344035,2.6
649,1962.0,5.0,15.0,8.0,57.0,26.9,649.0,19.94420518258481,-155.4193579075257,29.290199858870544,2.9
653,1962.0,5.0,19.0,2.0,10.0,22.27,653.0,19.246621746120503,-155.26323262971826,33.460781144776014,2.5
654,1962.0,5.0,21.0,10.0,41.0,1.58,654.0,19.27786640968202,-155.85634822941648,7.210390532819161,2.5
661,1962.0,6.0,26.0,4.0,15.0,36.06,661.0,19.014330814782817,-155.80069243243722,3.1565727393610152,2.5
663,1962.0,7.0,2.0,9.0,46.0,14.78,663.0,20.031553307829626,-155.68249473485994,4.238718399680681,2.5
665,1962.0,7.0,11.0,13.0,37.0,33.37,665.0,19.8031223136148,-155.36146608761362,18.17354343218937,3.8
677,1962.0,7.0,13.0,9.0,35.0,18.78,677.0,19.588124520675176,-155.50884319244335,41.33421117700126,4.9
705,1962.0,7.0,14.0,19.0,28.0,12.01,705.0,20.03799128983124,-155.6593399679643,39.95717222738473,2.9
712,1962.0,7.0,18.0,22.0,28.0,38.27,712.0,19.36145462099051,-155.48673938271182,22.521422662273896,2.6
713,1962.0,7.0,19.0,8.0,38.0,35.17,713.0,19.55560920650761,-155.6345042662288,29.03112763307596,2.9
728,1962.0,7.0,25.0,18.0,54.0,13.55,728.0,20.115150567713208,-155.77292492986604,20.16971057664859,3.6
