,year,month,day,hour,minute,sec,N,latitude,longitude,depth,magnitude
23,1959.0,2.0,4.0,12.0,16.0,38.11,23.0,19.478214827375265,-155.53361647911512,30.92642112756599,2.8
24,1959.0,2.0,4.0,13.0,39.0,44.93,24.0,19.714788960918995,-155.57519844701136,5.136967298487376,2.6
25,1959.0,2.0,4.0,17.0,1.0,20.6,25.0,19.462384450451367,-155.35214124308715,1.9930840102457203,2.8
26,1959.0,2.0,4.0,19.0,46.0,38.06,26.0,19.730376244651733,-155.51401200928638,11.676343093438007,2.7
27,1959.0,2.0,5.0,7.0,31.0,0.58,27.0,19.7089337044359,-155.58912731174323,31.46623419228204,3.0
28,1959.0,2.0,5.0,7.0,44.0,5.85,28.0,19.712959129408496,-155.59273417540092,14.118315468296903,2.5
29,1959.0,2.0,6.0,0.0,32.0,48.75,29.0,19.7290567669384,-155.6308484622807,9.76343823256613,2.5
30,1959.0,2.0,6.0,3.0,54.0,36.0,30.0,19.68063328669373,-155.53277518140385,36.467591824989526,2.6
31,1959.0,2.0,7.0,2.0,8.0,38.63,31.0,19.278590290295966,-155.47851769889792,20.810157792406898,2.6
32,1959.0,2.0,9.0,20.0,13.0,8.64,32.0,19.71996899231467,-155.59281377439623,29.614851223827635,3.1
33,1959.0,2.0,14.0,12.0,6.0,4.49,33.0,19.885668971641824,-155.18965593545684,35.2644082272425,2.6
34,1959.0,2.0,18.0,13.0,38.0,4.94,34.0,19.860652049457865,-155.72556518972573,30.45907263614304,2.5
35,1959.0,2.0,18.0,20.0,9.0,16.46,35.0,19.64233541923081,-155.0901771878991,27.355022695833796,2.8
36,1959.0,2.0,21.0,9.0,24.0,3.03,36.0,19.187862709357407,-155.6713515671502,17.555653776289525,2.6
37,1959.0,2.0,21.0,16.0,46.0,10.39,37.0,19.417523516507067,-155.42918446327687,30.674974358317293,2.8
38,1959.0,3.0,12.0,3.0,41.0,10.3,38.0,19.58724003256682,-155.29197418011677,16.049489996209658,2.6
39,1959.0,3.0,12.0,19.0,40.0,37.79,39.0,19.58720277093624,-155.28645986299534,38.88971734055437,2.6
40,1959.0,3.0,12.0,19.0,48.0,5.38,40.0,19.58312848872135,-155.28686043558704,19.27382673943268,3.5
41,1959.0,3.0,14.0,8.0,30.0,8.75,41.0,19.32839741270036,-155.21261488375592,34.12215567600355,2.6
42,1959.0,3.0,14.0,12.0,27.0,7.53,42.0,19.406481684758603,-155.78837624628707,31.87316877759437,2.7
43,1959.0,3.0,14.0,21.0,18.0,59.78,43.0,19.071614921573246,-155.8294364150655,11.416610571399854,3.4
44,1959.0,3.0,14.0,21.0,23.0,58.01,44.0,19.06892847834714,-155.81508695867734,17.669510604036127,2.7
45,1959.0,3.0,14.0,21.0,31.0,53.63,45.0,19.06296388321237,-155.83445223323648,24.23600566299953,2.7
46,1959.0,3.0,17.0,5.0,35.0,17.33,46.0,19.357339251987582,-155.83798951807566,32.63977883472144,3.2
47,1959.0,3.0,17.0,5.0,54.0,24.51,47.0,19.41219751588972,-155.87311749832566,36.51817822081269,5.0
48,1959.0,3.0,17.0,5.0,59.0,20.68,48.0,19.41799009523205,-155.88690526673838,21.061154766456355,3.3
49,1959.0,3.0,17.0,6.0,6.0,7.36,49.0,19.40607509436788,-155.8645365231718,33.768438946918934,2.6
50,1959.0,3.0,17.0,6.0,8.0,21.45,50.0,19.40795128226433,-155.8874224257602,34.57993437342885,3.6
51,1959.0,3.0,17.0,6.0,9.0,35.56,51.0,19.395880833523808,-155.8748142003229,26.188188909325863,3.0
52,1959.0,3.0,17.0,6.0,10.0,37.29,52.0,19.432168411299315,-155.85199576307934,4.254749066784347,2.7
53,1959.0,3.0,17.0,6.0,16.0,3.78,53.0,19.45712424994325,-155.86065705557996,43.66873959425718,2.6
54,1959.0,3.0,17.0,6.0,20.0,9.26,54.0,19.442793247189623,-155.85596429274503,13.129998135494954,2.7
55,1959.0,3.0,17.0,7.0,12.0,13.83,55.0,19.44500420548874,-155.81359129732283,24.276344581896957,2.5
56,1959.0,3.0,17.0,7.0,51.0,17.43,56.0,19.50069861041145,-155.82391072071917,9.115411506992832,2.7
57,1959.0,3.0,17.0,8.0,11.0,6.29,57.0,19.44709114744425,-155.91483843648547,16.42777936308582,3.6
58,1959.0,3.0,17.0,8.0,21.0,23.82,58.0,19.45038523513461,-155.90191865267693,8.497836158290271,2.9
59,1959.0,3.0,17.0,9.0,0.0,40.64,59.0,19.44161078284917,-155.80981573571367,33.495220326592225,2.9
60,1959.0,3.0,17.0,11.0,19.0,16.3,60.0,19.32541396122758,-155.8299571263256,14.868730896170252,3.2
61,1959.0,3.0,18.0,6.0,31.0,18.99,61.0,19.08278356600142,-155.8230734808602,5.440161250634703,2.5
62,1959.0,3.0,18.0,6.0,31.0,23.35,62.0,19.084968370848618,-155.82817838476282,29.786977257659718,2.9
63,1959.0,3.0,20.0,19.0,46.0,23.35,63.0,19.963754962579632,-155.38098801695276,20.245101532241073,2.5
64,1959.0,3.0,22.0,20.0,58.0,57.33,64.0,19.427293709666102,-155.8889783681954,6.592610069621589,2.9
65,1959.0,3.0,25.0,8.0,59.0,28.58,65.0,19.418453765524752,-155.86844758259087,28.188822060792557,2.8
66,1959.0,3.0,26.0,6.0,1.0,14.8,66.0,19.08974839357545,-155.82790757929547,43.942532509520106,2.5
67,1959.0,3.0,26.0,20.0,25.0,17.16,67.0,19.41192124127452,-155.874444816408,15.070077060385314,2.6
68,1959.0,4.0,2.0,15.0,3.0,15.34,68.0,19.34995663897469,-154.99889673599617,28.384545073972458,3.4
69,1959.0,4.0,8.0,22.0,11.0,44.36,69.0,19.806460788164745,-155.90113370597706,23.141219392600593,3.2
70,1959.0,4.0,13.0,14.0,21.0,50.32,70.0,19.290521083788214,-155.376209798706,33.54259577653923,3.2
71,1959.0,4.0,14.0,13.0,12.0,41.91,71.0,19.20428515108928,-155.5810212471688,38.55903622507074,3.7
72,1959.0,4.0,16.0,11.0,44.0,52.73,72.0,19.16682088124384,-155.58930803160834,18.093813152183415,3.8
73,1959.0,4.0,16.0,11.0,51.0,30.73,73.0,19.17617155171828,-155.56929909388117,34.752856475218806,3.3
74,1959.0,4.0,16.0,12.0,12.0,30.25,74.0,19.174397130844767,-155.5990169109635,31.00279684631472,2.6
75,1959.0,4.0,17.0,0.0,8.0,43.89,75.0,19.214351232168944,-155.5392040622107,13.870279154050781,4.1
76,1959.0,4.0,17.0,2.0,17.0,40.24,76.0,19.25444670950537,-155.5814546935487,42.83978139195305,3.0
77,1959.0,4.0,17.0,8.0,23.0,20.89,77.0,19.075958074711387,-155.7383877144138,15.428021758394085,3.1
78,1959.0,4.0,19.0,17.0,46.0,24.86,78.0,19.12390682438063,-155.66093103396415,35.27383913843014,3.6
79,1959.0,4.0,19.0,17.0,47.0,28.59,79.0,19.12145011488828,-155.66255167121793,34.03612919986947,2.8
80,1959.0,4.0,19.0,17.0,52.0,9.22,80.0,19.126122170269767,-155.6816153023298,43.94715093997346,2.5
81,1959.0,4.0,21.0,15.0,54.0,24.53,81.0,19.20623620578063,-155.5800161118118,23.19891558573358,2.6
82,1959.0,4.0,22.0,8.0,32.0,21.64,82.0,19.205322058782738,-155.58528730943675,12.126987856456214,2.5
83,1959.0,4.0,23.0,15.0,22.0,47.48,83.0,19.21942546323855,-155.61922340476372,40.222857802285716,2.5
84,1959.0,4.0,29.0,22.0,1.0,32.92,84.0,19.217657442943963,-155.54684956226967,23.042078464881047,3.5
85,1959.0,4.0,29.0,22.0,2.0,3.89,85.0,19.13723838778095,-155.5780202044619,24.632018461324982,2.5
86,1959.0,4.0,30.0,21.0,56.0,55.08,86.0,19.90794789379921,-155.8554253299669,2.5618168652580664,2.9
87,1959.0,5.0,4.0,10.0,47.0,22.81,87.0,19.49639736678973,-154.95193410515637,6.440957950057634,2.9
88,1959.0,5.0,7.0,0.0,37.0,23.93,88.0,19.876771426592114,-155.8265463861988,20.491630857965774,3.3
89,1959.0,5.0,7.0,6.0,10.0,41.75,89.0,19.84847385799485,-155.80799750686984,17.531099302319706,2.5
90,1959.0,5.0,12.0,1.0,54.0,46.12,90.0,19.67871768178874,-155.43455550107478,36.85772754082238,3.6
91,1959.0,5.0,12.0,3.0,50.0,22.3,91.0,19.690888956076893,-155.43797776564415,21.64579715220675,2.5
92,1959.0,5.0,12.0,5.0,28.0,49.86,92.0,19.7238219349452,-155.43080268990536,3.320838942841821,2.6
93,1959.0,5.0,14.0,13.0,40.0,22.94,93.0,19.693236923496617,-155.60421651039803,40.195303870683404,3.1
94,1959.0,5.0,14.0,13.0,48.0,36.27,94.0,19.765437168093968,-155.69606782546637,42.89084736113358,2.8
95,1959.0,5.0,19.0,10.0,37.0,31.09,95.0,19.61328629189402,-155.87722762767916,38.74957950389059,2.8
96,1959.0,5.0,23.0,22.0,24.0,48.31,96.0,19.378299248868068,-155.8135923291583,6.143287343885001,3.0
97,1959.0,5.0,29.0,9.0,43.0,41.89,97.0,19.82633644248771,-155.67605700326027,19.531263604219948,2.5
98,1959.0,6.0,5.0,2.0,28.0,1.87,98.0,19.42760125057659,-155.82871427113125,31.233504791169032,2.5
99,1959.0,6.0,7.0,3.0,28.0,16.52,99.0,19.82425223158767,-155.67477357087273,8.943329993628055,2.7
100,1959.0,6.0,8.0,7.0,40.0,53.56,100.0,19.81076485510741,-155.0887119281157,18.096096980423738,2.5
101,1959.0,6.0,8.0,7.0,42.0,18.18,101.0,19.825071766902067,-155.08885651654748,21.912003937361288,2.6
102,1959.0,6.0,8.0,23.0,54.0,14.9,102.0,19.34516288419242,-155.29880648203144,35.70729927998423,2.5
103,1959.0,6.0,22.0,2.0,19.0,32.05,103.0,19.463917510345112,-155.11260286800265,35.067028566243835,2.7
104,1959.0,7.0,6.0,8.0,5.0,56.55,104.0,19.4066748733119,-155.2670989951928,21.064051115299204,2.7
105,1959.0,7.0,7.0,4.0,18.0,7.96,105.0,19.355646172581764,-154.99351822844508,40.59465664499764,2.8
106,1959.0,7.0,7.0,4.0,18.0,18.83,106.0,19.355563679511725,-154.99966127045622,44.095192524382114,2.5
107,1959.0,7.0,15.0,15.0,3.0,13.55,107.0,19.78264006072725,-155.10457463019665,30.248834680702604,2.6
108,1959.0,7.0,16.0,18.0,55.0,58.88,108.0,19.14366366634099,-155.67483532176416,8.708377981690344,2.5
109,1959.0,7.0,25.0,8.0,30.0,22.88,109.0,19.617444711703428,-155.3888638165232,40.41448046597314,3.2
110,1959.0,8.0,2.0,22.0,57.0,25.82,110.0,19.79358821394808,-155.23494957157342,6.036487309353205,2.6
111,1959.0,8.0,5.0,11.0,31.0,7.49,111.0,19.373123918462262,-155.68319421649073,7.023722109667868,2.8
112,1959.0,8.0,12.0,11.0,47.0,36.56,112.0,19.8504934312724,-155.47932423497147,44.23826608848369,2.6
113,1959.0,8.0,17.0,7.0,37.0,43.03,113.0,19.753327409902656,-155.0958416150542,24.023214145967508,2.5
114,1959.0,9.0,7.0,15.0,2.0,42.57,114.0,19.558865340664585,-155.13995272456148,29.461380211158527,2.8
115,1959.0,9.0,14.0,23.0,59.0,20.22,115.0,19.61430487572408,-155.7963905372552,8.075047483071543,3.4
116,1959.0,9.0,15.0,3.0,30.0,19.25,116.0,19.5645373708706,-155.8263157074332,43.39332135293883,4.1
117,1959.0,9.0,15.0,3.0,43.0,27.59,117.0,19.601239868544614,-155.79680048873442,25.603253893819364,2.5
118,1959.0,9.0,16.0,19.0,9.0,34.55,118.0,19.858922803438364,-155.16014355496563,36.26450385900466,3.1
119,1959.0,9.0,18.0,17.0,39.0,43.27,119.0,19.216267890086705,-155.51878911790445,7.185069637694582,2.5
120,1959.0,9.0,22.0,7.0,12.0,26.52,120.0,19.446906557891893,-154.88882303557284,40.126206994818915,3.3
121,1959.0,9.0,22.0,8.0,3.0,49.09,121.0,19.447533917733672,-154.88854172713835,40.638198219117164,3.3
122,1959.0,9.0,22.0,15.0,0.0,37.54,122.0,19.44183665165795,-154.88991557949925,28.589381055447053,2.6
123,1959.0,9.0,29.0,0.0,3.0,53.18,123.0,19.676020535330668,-155.46122352694357,13.075395094551212,2.8
124,1959.0,10.0,8.0,8.0,35.0,25.39,124.0,19.584051654986705,-155.27056394945666,10.463352360297828,3.0
125,1959.0,10.0,11.0,3.0,23.0,30.78,125.0,19.59357572642101,-155.2648396701413,42.257264860212885,3.3
126,1959.0,10.0,16.0,4.0,39.0,27.25,126.0,20.12166174762516,-155.72998880436268,9.42553393471766,2.6
127,1959.0,10.0,19.0,14.0,39.0,0.23,127.0,19.896500103450045,-155.45421254606015,36.55754645675486,2.6
128,1959.0,10.0,24.0,18.0,12.0,39.94,128.0,19.62148919346373,-155.62065977589393,31.868650953390343,3.1
129,1959.0,10.0,25.0,21.0,48.0,9.41,129.0,19.199101589449604,-155.5540644954449,38.19228952251217,3.1
130,1959.0,10.0,25.0,21.0,49.0,34.99,130.0,19.19785022242092,-155.5438399594742,22.781188406356666,3.0
131,1959.0,10.0,26.0,0.0,7.0,4.13,131.0,19.05623741186747,-155.71170431109746,12.106427604429275,2.8
132,1959.0,10.0,26.0,0.0,10.0,45.54,132.0,19.05151539803788,-155.7164683435663,28.17759515093465,2.6
133,1959.0,10.0,29.0,21.0,0.0,44.19,133.0,19.004740514276577,-155.7033024960171,14.581955380018659,2.6
134,1959.0,10.0,30.0,17.0,23.0,0.24,134.0,19.873707115550776,-155.1495150669344,26.893326465745055,2.8
135,1959.0,11.0,17.0,6.0,17.0,13.17,135.0,19.3635318074844,-155.54649661887024,6.0690288124724905,2.5
136,1959.0,11.0,17.0,8.0,30.0,39.39,136.0,19.604994138649285,-155.67905464145673,8.26555710980933,3.3
137,1959.0,11.0,26.0,6.0,18.0,39.71,137.0,19.62106024950624,-155.11853604468675,11.764579509260448,4.1
138,1959.0,11.0,26.0,6.0,19.0,25.18,138.0,19.63279949192093,-155.1141565037456,19.101921950935942,2.9
139,1959.0,11.0,26.0,6.0,24.0,34.31,139.0,19.53058647845896,-155.13219053224142,21.43165765913521,2.5
140,1959.0,11.0,26.0,8.0,41.0,25.17,140.0,19.625704702448783,-155.12210791757698,29.547019955385995,2.6
141,1959.0,11.0,26.0,11.0,15.0,36.83,141.0,19.44615609105763,-155.25060987584175,8.636472469764685,2.5
142,1959.0,11.0,27.0,3.0,34.0,56.45,142.0,19.561038145635923,-154.91712202473215,3.325820464914045,2.8
143,1959.0,11.0,27.0,9.0,5.0,28.68,143.0,19.1501554621369,-155.48385627185226,24.707293432156014,3.4
144,1959.0,11.0,28.0,9.0,32.0,15.6,144.0,19.55818738821874,-154.91532521912526,28.788230817351547,2.5
145,1959.0,11.0,30.0,12.0,52.0,30.41,145.0,19.79781591743792,-155.35970168590978,18.061355141828972,2.6
146,1959.0,12.0,3.0,4.0,32.0,29.6,146.0,19.35385999285524,-155.39745260970994,8.492233928022094,3.4
147,1959.0,12.0,5.0,4.0,30.0,24.65,147.0,19.58234686135156,-155.01745643004983,23.980401355189752,2.9
148,1959.0,12.0,6.0,3.0,28.0,44.11,148.0,19.58527186597309,-155.0163373142168,44.883500751325,2.5
149,1959.0,12.0,6.0,4.0,12.0,46.08,149.0,19.590057968501203,-155.00334564584068,35.76375203421462,2.9
150,1959.0,12.0,6.0,22.0,46.0,4.08,150.0,19.27791318912665,-155.62138801357037,8.194586769528984,2.7
151,1959.0,12.0,8.0,10.0,17.0,8.38,151.0,19.67393648350373,-155.8985890623512,20.15967153315631,3.1
152,1959.0,12.0,8.0,12.0,21.0,9.62,152.0,19.748362021365782,-155.72562353499524,11.995579668510324,2.6
153,1959.0,12.0,10.0,15.0,9.0,42.31,153.0,19.592824690497164,-155.78626277659143,29.043509745582078,2.9
154,1959.0,12.0,11.0,6.0,43.0,57.99,154.0,19.784218696213795,-155.7112065164856,7.166864422243987,3.3
155,1959.0,12.0,13.0,2.0,59.0,59.29,155.0,19.51919178326782,-155.00079471568085,32.59010653591932,2.6
156,1959.0,12.0,13.0,7.0,20.0,6.6,156.0,19.36915658639917,-155.80167250644126,4.648358150622817,2.7
157,1959.0,12.0,14.0,18.0,38.0,11.7,157.0,19.512351674118303,-155.00034256733383,16.84088159343183,2.5
158,1959.0,12.0,24.0,17.0,34.0,1.42,158.0,19.279041393534254,-155.52293838321094,34.19340124885001,3.0
159,1959.0,12.0,24.0,23.0,17.0,32.91,159.0,19.280945952267725,-155.52441347018114,23.74328131390698,3.0
160,1959.0,12.0,28.0,10.0,37.0,27.89,160.0,18.96752462504582,-155.72161383957484,35.77415305678359,2.6
161,1959.0,12.0,29.0,8.0,39.0,55.87,161.0,19.258354727751257,-155.53609977747843,41.204542637250434,2.6
162,1959.0,12.0,29.0,8.0,43.0,54.22,162.0,19.248026172516024,-155.54783833776594,11.267139953903998,2.7
163,1959.0,12.0,29.0,13.0,56.0,47.69,163.0,19.447084177673773,-154.87957235390016,14.310495221849038,2.5
164,1960.0,1.0,3.0,21.0,55.0,9.37,164.0,20.07631562025445,-155.41565400340187,33.13789919629877,2.6
165,1960.0,1.0,9.0,6.0,47.0,58.97,165.0,19.11182983713907,-155.61664819824068,30.76366427588687,2.5
166,1960.0,1.0,9.0,9.0,38.0,5.19,166.0,19.11325117575546,-155.60753972829585,33.45280022619413,2.7
167,1960.0,1.0,9.0,9.0,47.0,44.82,167.0,19.117614353561187,-155.60431793075765,43.31048983114033,2.5
168,1960.0,1.0,21.0,14.0,1.0,39.95,168.0,19.80107119991052,-155.88635786419232,4.613315101585783,2.5
169,1960.0,1.0,31.0,1.0,56.0,18.94,169.0,19.579878767690296,-155.138782187801,38.28688676173938,2.8
170,1960.0,3.0,10.0,0.0,45.0,44.39,170.0,19.636533186657942,-155.25531178607653,34.915819117760336,2.7
171,1960.0,3.0,12.0,5.0,44.0,33.31,171.0,19.640549732025946,-155.24926834385963,11.253518412057998,2.5
172,1960.0,3.0,16.0,11.0,35.0,6.17,172.0,19.76648915090225,-155.906404395265,43.34807409462654,3.0
173,1960.0,3.0,16.0,11.0,38.0,44.35,173.0,19.771440528401108,-155.90201501972265,39.302361646573374,2.7
174,1960.0,3.0,30.0,9.0,31.0,13.46,174.0,19.87981231878488,-155.4622647639431,23.520059535290795,3.1
175,1960.0,3.0,30.0,10.0,6.0,50.11,175.0,19.879032416825893,-155.46203932065623,1.1757829788093899,2.8
176,1960.0,3.0,30.0,10.0,6.0,58.95,176.0,19.876205707844363,-155.4620358437528,2.0547778934694376,2.5
177,1960.0,3.0,30.0,19.0,54.0,15.84,177.0,19.88238903542541,-155.47225391865274,10.444009384983566,3.3
178,1960.0,4.0,17.0,11.0,45.0,22.3,178.0,19.66188746657384,-155.06243871446512,2.826014954258018,2.5
179,1960.0,4.0,18.0,14.0,30.0,42.7,179.0,19.606002064553547,-155.00772772674128,26.413661768257477,2.7
180,1960.0,4.0,19.0,16.0,7.0,27.61,180.0,19.588705976771823,-155.0113409043783,14.631744548109975,2.5
181,1960.0,4.0,20.0,22.0,44.0,33.16,181.0,19.71297259799792,-155.20148769922812,25.620540547458404,2.7
182,1960.0,4.0,25.0,22.0,38.0,31.51,182.0,19.966166949270235,-155.6496130604131,40.93417095025502,2.7
183,1960.0,4.0,29.0,16.0,41.0,15.06,183.0,19.6808634822148,-155.55313606279762,30.56759833869567,3.5
184,1960.0,4.0,29.0,16.0,48.0,9.58,184.0,19.671278562166435,-155.55537768396664,7.453090378293863,2.6
185,1960.0,4.0,29.0,17.0,12.0,37.26,185.0,19.77663575308608,-155.61272469738736,21.73128841627451,2.5
186,1960.0,4.0,29.0,23.0,11.0,15.9,186.0,19.67700952441725,-155.5668512939881,18.455531928986208,4.9
187,1960.0,4.0,29.0,23.0,12.0,8.89,187.0,19.66596941870296,-155.471654425452,6.391494010900544,2.6
188,1960.0,4.0,29.0,23.0,12.0,35.72,188.0,19.73729052772466,-155.47699563385316,5.982449756234107,2.5
189,1960.0,4.0,29.0,23.0,18.0,23.59,189.0,19.649609912803296,-155.54379007212316,39.3580391316023,2.7
190,1960.0,4.0,29.0,23.0,19.0,29.77,190.0,19.69757462609973,-155.49928078691704,23.21028646631882,2.8
191,1960.0,4.0,29.0,23.0,25.0,52.3,191.0,19.794873701157385,-155.53791200529304,6.467388817765771,2.6
192,1960.0,4.0,29.0,23.0,37.0,36.86,192.0,19.678343369366136,-155.46883750506916,7.3302365468643575,3.1
193,1960.0,4.0,30.0,0.0,20.0,44.21,193.0,19.67366325540116,-155.49145945513538,28.647477183234212,2.9
194,1960.0,4.0,30.0,0.0,53.0,12.01,194.0,19.698155730581043,-155.3471484951689,9.277757035872915,2.6
195,1960.0,4.0,30.0,0.0,59.0,20.48,195.0,19.918975101780283,-155.49204016417542,30.673556496163226,2.5
196,1960.0,4.0,30.0,1.0,27.0,1.34,196.0,19.704179176089568,-155.3449040724097,27.357719237775733,2.9
197,1960.0,4.0,30.0,2.0,17.0,27.96,197.0,19.924380296779702,-155.49622018624805,44.24969589900302,2.9
198,1960.0,4.0,30.0,3.0,0.0,35.74,198.0,19.915084039722245,-155.43217781712644,1.3703478226742947,2.5
199,1960.0,4.0,30.0,3.0,48.0,37.15,199.0,19.683386847581943,-155.54705715118587,9.977173916006079,3.7
200,1960.0,4.0,30.0,7.0,28.0,12.55,200.0,19.772687119960363,-155.56057886122883,43.98197222550177,2.5
201,1960.0,4.0,30.0,11.0,10.0,52.6,201.0,19.918348218267667,-155.48422538666662,27.270793865924066,2.9
202,1960.0,4.0,30.0,13.0,44.0,1.42,202.0,19.23632780624164,-155.62024434983562,37.664280721537075,2.7
203,1960.0,5.0,2.0,0.0,34.0,40.47,203.0,19.71112338247456,-155.56583804559898,30.88516740867471,4.0
204,1960.0,5.0,2.0,7.0,40.0,13.6,204.0,19.682768972634104,-155.5735417662839,41.76738636188765,2.6
205,1960.0,5.0,7.0,0.0,10.0,30.49,205.0,19.67169801651819,-155.56165711490632,15.412312436385337,3.3
206,1960.0,5.0,7.0,15.0,12.0,36.3,206.0,19.822736180746592,-155.96146899359678,40.236528307227175,3.1
207,1960.0,5.0,7.0,20.0,23.0,44.15,207.0,19.6929138387132,-155.5727375209799,4.807644583449379,2.5
208,1960.0,5.0,9.0,0.0,23.0,48.65,208.0,19.830157327801786,-155.96067782465812,29.601625929513723,3.3
209,1960.0,5.0,13.0,18.0,0.0,21.2,209.0,19.86577485255516,-155.46729105494023,20.908153010732907,3.0
210,1960.0,5.0,17.0,19.0,35.0,22.08,210.0,20.02890437123142,-155.58629366369377,10.1806983158311,3.5
211,1960.0,5.0,17.0,21.0,15.0,32.15,211.0,20.02194498959658,-155.58908779730643,44.744382622541536,4.4
212,1960.0,5.0,17.0,23.0,3.0,57.33,212.0,19.779724460569785,-155.70841607124387,4.204604049930302,3.1
213,1960.0,5.0,17.0,23.0,36.0,15.2,213.0,20.046040178742366,-155.77818233286425,38.20139918558978,3.0
214,1960.0,5.0,18.0,3.0,45.0,44.86,214.0,20.02577176002799,-155.60472574084795,7.562048217364284,2.7
215,1960.0,5.0,21.0,18.0,24.0,11.16,215.0,19.430534221230456,-155.90635843538527,31.81657679757783,2.5
216,1960.0,5.0,21.0,19.0,25.0,22.4,216.0,19.524328228372944,-155.92779876294074,4.033271885773292,2.8
217,1960.0,5.0,22.0,7.0,35.0,51.7,217.0,19.77570207443588,-155.53790510629895,1.1102579838364561,2.7
218,1960.0,5.0,22.0,7.0,50.0,36.69,218.0,19.77980134775025,-155.53872895431127,34.980703902296554,3.0
219,1960.0,5.0,22.0,11.0,54.0,52.04,219.0,19.593697835969923,-155.44711924300245,25.347346511970578,2.5
220,1960.0,5.0,23.0,17.0,36.0,28.12,220.0,19.370922526726467,-155.65461746098458,23.45879922339874,2.7
221,1960.0,5.0,31.0,6.0,8.0,50.38,221.0,19.07314558896828,-155.5614936711865,20.024500051167834,2.7
222,1960.0,6.0,3.0,0.0,1.0,5.92,222.0,19.736874391169216,-155.7984831433254,8.71885759166256,2.7
223,1960.0,6.0,4.0,1.0,39.0,53.8,223.0,19.47325770208571,-155.3625042642012,4.302062236677509,2.9
224,1960.0,6.0,4.0,21.0,22.0,39.06,224.0,19.63887634480305,-154.99315970206615,9.966754051248177,2.6
225,1960.0,6.0,16.0,14.0,33.0,28.45,225.0,19.67825036575548,-155.79110832108287,2.9717269527318493,2.5
226,1960.0,6.0,16.0,14.0,37.0,15.26,226.0,19.685868036432524,-155.79887757303993,32.24066884383021,2.6
227,1960.0,6.0,18.0,21.0,6.0,33.13,227.0,19.196566341748287,-155.64594546062648,31.05283602852632,3.3
228,1960.0,6.0,19.0,5.0,43.0,35.76,228.0,19.16989340974961,-155.81862430659518,19.892121612597414,3.3
229,1960.0,6.0,19.0,5.0,53.0,19.88,229.0,19.162170545936984,-155.80282366875616,14.87945403950286,2.7
230,1960.0,6.0,20.0,2.0,46.0,3.5,230.0,19.87424450024362,-155.12906643465834,43.57327387693822,3.5
231,1960.0,6.0,20.0,2.0,46.0,36.73,231.0,19.85373307435888,-155.14674070849713,22.21488914304968,2.7
