,id,latitude,longitude,time,magnitude,is_background,gen_0_parent,generation,datetime,index
47,398,19.41219751588972,-155.87311749832566,1959-03-17 05:54:24.506025535,5.0,False,23,1,1959-03-17 05:54:24.506025535,48
48,675,19.41799009523205,-155.88690526673838,1959-03-17 05:59:20.683111776,3.3,False,23,2,1959-03-17 05:59:20.683111776,49
49,676,19.40607509436788,-155.8645365231718,1959-03-17 06:06:07.358402937,2.6,False,23,2,1959-03-17 06:06:07.358402937,50
50,671,19.40795128226433,-155.8874224257602,1959-03-17 06:08:21.445476475,3.6,False,23,2,1959-03-17 06:08:21.445476475,51
51,670,19.395880833523808,-155.8748142003229,1959-03-17 06:09:35.563254209,3.0,False,23,2,1959-03-17 06:09:35.563254209,52
52,681,19.432168411299315,-155.85199576307934,1959-03-17 06:10:37.289269174,2.7,False,23,2,1959-03-17 06:10:37.289269174,53
53,924,19.45712424994325,-155.86065705557996,1959-03-17 06:16:03.775468054,2.6,False,23,3,1959-03-17 06:16:03.775468054,54
54,673,19.442793247189623,-155.85596429274503,1959-03-17 06:20:09.261706807,2.7,False,23,2,1959-03-17 06:20:09.261706807,55
55,678,19.44500420548874,-155.81359129732283,1959-03-17 07:12:13.833180815,2.5,False,23,2,1959-03-17 07:12:13.833180815,56
56,666,19.50069861041145,-155.82391072071917,1959-03-17 07:51:17.429748583,2.7,False,23,2,1959-03-17 07:51:17.429748583,57
57,667,19.44709114744425,-155.91483843648547,1959-03-17 08:11:06.286544059,3.6,False,23,2,1959-03-17 08:11:06.286544059,58
58,921,19.45038523513461,-155.90191865267693,1959-03-17 08:21:23.819936877,2.9,False,23,3,1959-03-17 08:21:23.819936877,59
59,925,19.44161078284917,-155.80981573571367,1959-03-17 09:00:40.642080439,2.9,False,23,3,1959-03-17 09:00:40.642080439,60
60,677,19.32541396122758,-155.8299571263256,1959-03-17 11:19:16.302963818,3.2,False,23,2,1959-03-17 11:19:16.302963818,61
61,396,19.08278356600142,-155.8230734808602,1959-03-18 06:31:18.994004284,2.5,False,22,1,1959-03-18 06:31:18.994004284,62
62,663,19.084968370848618,-155.82817838476282,1959-03-18 06:31:23.354726090,2.9,False,22,2,1959-03-18 06:31:23.354726090,63
63,24,19.963754962579632,-155.38098801695276,1959-03-20 19:46:23.354909000,2.5,True,24,0,1959-03-20 19:46:23.354909000,64
64,672,19.427293709666102,-155.8889783681954,1959-03-22 20:58:57.334458037,2.9,False,23,2,1959-03-22 20:58:57.334458037,65
65,679,19.418453765524752,-155.86844758259087,1959-03-25 08:59:28.583163237,2.8,False,23,2,1959-03-25 08:59:28.583163237,66
66,919,19.08974839357545,-155.82790757929547,1959-03-26 06:01:14.803807490,2.5,False,22,3,1959-03-26 06:01:14.803807490,67
67,926,19.41192124127452,-155.874444816408,1959-03-26 20:25:17.161133099,2.6,False,23,3,1959-03-26 20:25:17.161133099,68
68,25,19.34995663897469,-154.99889673599617,1959-04-02 15:03:15.339470000,3.4,True,25,0,1959-04-02 15:03:15.339470000,69
69,26,19.806460788164745,-155.90113370597706,1959-04-08 22:11:44.363151000,3.2,True,26,0,1959-04-08 22:11:44.363151000,70
70,27,19.290521083788214,-155.376209798706,1959-04-13 14:21:50.318972000,3.2,True,27,0,1959-04-13 14:21:50.318972000,71
71,28,19.20428515108928,-155.5810212471688,1959-04-14 13:12:41.913796000,3.7,True,28,0,1959-04-14 13:12:41.913796000,72
72,405,19.16682088124384,-155.58930803160834,1959-04-16 11:44:52.732342858,3.8,False,28,1,1959-04-16 11:44:52.732342858,73
73,689,19.176171551718276,-155.56929909388117,1959-04-16 11:51:30.731901571,3.3,False,28,2,1959-04-16 11:51:30.731901571,74
74,690,19.174397130844767,-155.5990169109635,1959-04-16 12:12:30.246697710,2.6,False,28,2,1959-04-16 12:12:30.246697710,75
75,688,19.214351232168944,-155.5392040622107,1959-04-17 00:08:43.886459367,4.1,False,28,2,1959-04-17 00:08:43.886459367,76
76,928,19.25444670950537,-155.5814546935487,1959-04-17 02:17:40.239709997,3.0,False,28,3,1959-04-17 02:17:40.239709997,77
77,29,19.075958074711387,-155.7383877144138,1959-04-17 08:23:20.892221000,3.1,True,29,0,1959-04-17 08:23:20.892221000,78
78,30,19.12390682438063,-155.66093103396415,1959-04-19 17:46:24.862364000,3.6,True,30,0,1959-04-19 17:46:24.862364000,79
79,407,19.121450114888276,-155.66255167121793,1959-04-19 17:47:28.590197732,2.8,False,30,1,1959-04-19 17:47:28.590197732,80
80,406,19.126122170269767,-155.6816153023298,1959-04-19 17:52:09.215547018,2.5,False,30,1,1959-04-19 17:52:09.215547018,81
81,403,19.20623620578063,-155.5800161118118,1959-04-21 15:54:24.531875872,2.6,False,28,1,1959-04-21 15:54:24.531875872,82
82,402,19.205322058782738,-155.58528730943675,1959-04-22 08:32:21.638052821,2.5,False,28,1,1959-04-22 08:32:21.638052821,83
83,686,19.21942546323855,-155.61922340476372,1959-04-23 15:22:47.482729160,2.5,False,28,2,1959-04-23 15:22:47.482729160,84
84,930,19.217657442943963,-155.54684956226967,1959-04-29 22:01:32.916370723,3.5,False,28,3,1959-04-29 22:01:32.916370723,85
85,1097,19.13723838778095,-155.5780202044619,1959-04-29 22:02:03.885370109,2.5,False,28,4,1959-04-29 22:02:03.885370109,86
86,31,19.90794789379921,-155.8554253299669,1959-04-30 21:56:55.080698000,2.9,True,31,0,1959-04-30 21:56:55.080698000,87
87,32,19.49639736678973,-154.95193410515637,1959-05-04 10:47:22.813219000,2.9,True,32,0,1959-05-04 10:47:22.813219000,88
88,33,19.876771426592114,-155.8265463861988,1959-05-07 00:37:23.925676000,3.3,True,33,0,1959-05-07 00:37:23.925676000,89
89,408,19.84847385799485,-155.80799750686984,1959-05-07 06:10:41.750792815,2.5,False,33,1,1959-05-07 06:10:41.750792815,90
90,34,19.67871768178874,-155.43455550107478,1959-05-12 01:54:46.115750000,3.6,True,34,0,1959-05-12 01:54:46.115750000,91
91,409,19.690888956076893,-155.43797776564415,1959-05-12 03:50:22.302402738,2.5,False,34,1,1959-05-12 03:50:22.302402738,92
92,410,19.7238219349452,-155.43080268990536,1959-05-12 05:28:49.864632339,2.6,False,34,1,1959-05-12 05:28:49.864632339,93
93,656,19.693236923496617,-155.60421651039803,1959-05-14 13:40:22.935868252,3.1,False,11,2,1959-05-14 13:40:22.935868252,94
94,903,19.765437168093968,-155.69606782546637,1959-05-14 13:48:36.269286135,2.8,False,11,3,1959-05-14 13:48:36.269286135,95
95,35,19.61328629189402,-155.87722762767916,1959-05-19 10:37:31.085444000,2.8,True,35,0,1959-05-19 10:37:31.085444000,96
96,669,19.378299248868068,-155.8135923291583,1959-05-23 22:24:48.306562453,3.0,False,23,2,1959-05-23 22:24:48.306562453,97
97,36,19.82633644248771,-155.67605700326027,1959-05-29 09:43:41.894487000,2.5,True,36,0,1959-05-29 09:43:41.894487000,98
98,674,19.42760125057659,-155.82871427113125,1959-06-05 02:28:01.871861888,2.5,False,23,2,1959-06-05 02:28:01.871861888,99
99,411,19.82425223158767,-155.67477357087273,1959-06-07 03:28:16.524709698,2.7,False,36,1,1959-06-07 03:28:16.524709698,100
100,37,19.81076485510741,-155.0887119281157,1959-06-08 07:40:53.556603000,2.5,True,37,0,1959-06-08 07:40:53.556603000,101
101,412,19.825071766902067,-155.08885651654748,1959-06-08 07:42:18.181739916,2.6,False,37,1,1959-06-08 07:42:18.181739916,102
102,38,19.34516288419242,-155.29880648203144,1959-06-08 23:54:14.901027000,2.5,True,38,0,1959-06-08 23:54:14.901027000,103
103,39,19.463917510345112,-155.11260286800265,1959-06-22 02:19:32.053721000,2.7,True,39,0,1959-06-22 02:19:32.053721000,104
104,40,19.4066748733119,-155.2670989951928,1959-07-06 08:05:56.552934000,2.7,True,40,0,1959-07-06 08:05:56.552934000,105
105,399,19.355646172581764,-154.99351822844508,1959-07-07 04:18:07.957465695,2.8,False,25,1,1959-07-07 04:18:07.957465695,106
106,682,19.355563679511725,-154.99966127045622,1959-07-07 04:18:18.833560887,2.5,False,25,2,1959-07-07 04:18:18.833560887,107
107,41,19.78264006072725,-155.10457463019665,1959-07-15 15:03:13.550088000,2.6,True,41,0,1959-07-15 15:03:13.550088000,108
108,42,19.14366366634099,-155.67483532176416,1959-07-16 18:55:58.881365000,2.5,True,42,0,1959-07-16 18:55:58.881365000,109
109,43,19.617444711703428,-155.3888638165232,1959-07-25 08:30:22.880762000,3.2,True,43,0,1959-07-25 08:30:22.880762000,110
110,44,19.79358821394808,-155.23494957157342,1959-08-02 22:57:25.823161000,2.6,True,44,0,1959-08-02 22:57:25.823161000,111
111,45,19.373123918462262,-155.68319421649073,1959-08-05 11:31:07.492485000,2.8,True,45,0,1959-08-05 11:31:07.492485000,112
112,46,19.8504934312724,-155.47932423497147,1959-08-12 11:47:36.556571000,2.6,True,46,0,1959-08-12 11:47:36.556571000,113
113,47,19.753327409902656,-155.0958416150542,1959-08-17 07:37:43.032619000,2.5,True,47,0,1959-08-17 07:37:43.032619000,114
114,48,19.558865340664585,-155.13995272456148,1959-09-07 15:02:42.567762000,2.8,True,48,0,1959-09-07 15:02:42.567762000,115
115,49,19.61430487572408,-155.7963905372552,1959-09-14 23:59:20.222733000,3.4,True,49,0,1959-09-14 23:59:20.222733000,116
116,413,19.5645373708706,-155.8263157074332,1959-09-15 03:30:19.253527817,4.1,False,49,1,1959-09-15 03:30:19.253527817,117
117,694,19.601239868544614,-155.79680048873442,1959-09-15 03:43:27.593334976,2.5,False,49,2,1959-09-15 03:43:27.593334976,118
118,50,19.858922803438364,-155.16014355496563,1959-09-16 19:09:34.549488000,3.1,True,50,0,1959-09-16 19:09:34.549488000,119
119,51,19.216267890086705,-155.51878911790445,1959-09-18 17:39:43.273565000,2.5,True,51,0,1959-09-18 17:39:43.273565000,120
120,52,19.446906557891893,-154.88882303557284,1959-09-22 07:12:26.517968000,3.3,True,52,0,1959-09-22 07:12:26.517968000,121
121,415,19.447533917733672,-154.88854172713835,1959-09-22 08:03:49.085492189,3.3,False,52,1,1959-09-22 08:03:49.085492189,122
122,414,19.44183665165795,-154.88991557949925,1959-09-22 15:00:37.542744572,2.6,False,52,1,1959-09-22 15:00:37.542744572,123
123,53,19.676020535330668,-155.46122352694357,1959-09-29 00:03:53.176934000,2.8,True,53,0,1959-09-29 00:03:53.176934000,124
124,54,19.584051654986705,-155.27056394945666,1959-10-08 08:35:25.390644000,3.0,True,54,0,1959-10-08 08:35:25.390644000,125
125,416,19.59357572642101,-155.2648396701413,1959-10-11 03:23:30.780116502,3.3,False,54,1,1959-10-11 03:23:30.780116502,126
126,55,20.12166174762516,-155.72998880436268,1959-10-16 04:39:27.245554000,2.6,True,55,0,1959-10-16 04:39:27.245554000,127
127,56,19.896500103450045,-155.45421254606015,1959-10-19 14:39:00.234015000,2.6,True,56,0,1959-10-19 14:39:00.234015000,128
128,57,19.62148919346373,-155.62065977589393,1959-10-24 18:12:39.935098000,3.1,True,57,0,1959-10-24 18:12:39.935098000,129
129,929,19.199101589449604,-155.5540644954449,1959-10-25 21:48:09.407174240,3.1,False,28,3,1959-10-25 21:48:09.407174240,130
130,1096,19.19785022242092,-155.5438399594742,1959-10-25 21:49:34.990438893,3.0,False,28,4,1959-10-25 21:49:34.990438893,131
131,58,19.05623741186747,-155.71170431109746,1959-10-26 00:07:04.134716000,2.8,True,58,0,1959-10-26 00:07:04.134716000,132
132,418,19.05151539803788,-155.7164683435663,1959-10-26 00:10:45.539935156,2.6,False,58,1,1959-10-26 00:10:45.539935156,133
133,59,19.004740514276577,-155.7033024960171,1959-10-29 21:00:44.189858000,2.6,True,59,0,1959-10-29 21:00:44.189858000,134
134,60,19.873707115550776,-155.1495150669344,1959-10-30 17:23:00.244623000,2.8,True,60,0,1959-10-30 17:23:00.244623000,135
135,61,19.3635318074844,-155.54649661887024,1959-11-17 06:17:13.174913000,2.5,True,61,0,1959-11-17 06:17:13.174913000,136
136,417,19.604994138649285,-155.67905464145673,1959-11-17 08:30:39.392711482,3.3,False,57,1,1959-11-17 08:30:39.392711482,137
137,62,19.62106024950624,-155.11853604468675,1959-11-26 06:18:39.709450000,4.1,True,62,0,1959-11-26 06:18:39.709450000,138
138,420,19.632799491920935,-155.1141565037456,1959-11-26 06:19:25.183525509,2.9,False,62,1,1959-11-26 06:19:25.183525509,139
139,422,19.530586478458957,-155.13219053224142,1959-11-26 06:24:34.306147224,2.5,False,62,1,1959-11-26 06:24:34.306147224,140
140,419,19.625704702448783,-155.12210791757698,1959-11-26 08:41:25.167266152,2.6,False,62,1,1959-11-26 08:41:25.167266152,141
141,421,19.44615609105763,-155.25060987584175,1959-11-26 11:15:36.833911837,2.5,False,62,1,1959-11-26 11:15:36.833911837,142
142,63,19.561038145635923,-154.91712202473215,1959-11-27 03:34:56.446983000,2.8,True,63,0,1959-11-27 03:34:56.446983000,143
143,64,19.1501554621369,-155.48385627185226,1959-11-27 09:05:28.679871000,3.4,True,64,0,1959-11-27 09:05:28.679871000,144
144,423,19.55818738821874,-154.91532521912526,1959-11-28 09:32:15.602275761,2.5,False,63,1,1959-11-28 09:32:15.602275761,145
145,65,19.79781591743792,-155.35970168590978,1959-11-30 12:52:30.414381000,2.6,True,65,0,1959-11-30 12:52:30.414381000,146
146,66,19.35385999285524,-155.39745260970994,1959-12-03 04:32:29.599112000,3.4,True,66,0,1959-12-03 04:32:29.599112000,147
147,67,19.582346861351557,-155.01745643004983,1959-12-05 04:30:24.649108000,2.9,True,67,0,1959-12-05 04:30:24.649108000,148
148,425,19.58527186597309,-155.0163373142168,1959-12-06 03:28:44.113213483,2.5,False,67,1,1959-12-06 03:28:44.113213483,149
149,695,19.590057968501203,-155.00334564584068,1959-12-06 04:12:46.083795855,2.9,False,67,2,1959-12-06 04:12:46.083795855,150
150,68,19.27791318912665,-155.62138801357037,1959-12-06 22:46:04.081822000,2.7,True,68,0,1959-12-06 22:46:04.081822000,151
151,69,19.67393648350373,-155.8985890623512,1959-12-08 10:17:08.379911000,3.1,True,69,0,1959-12-08 10:17:08.379911000,152
152,426,19.748362021365782,-155.72562353499524,1959-12-08 12:21:09.617355956,2.6,False,69,1,1959-12-08 12:21:09.617355956,153
153,936,19.592824690497164,-155.78626277659143,1959-12-10 15:09:42.312681104,2.9,False,49,3,1959-12-10 15:09:42.312681104,154
154,696,19.784218696213795,-155.7112065164856,1959-12-11 06:43:57.993910360,3.3,False,69,2,1959-12-11 06:43:57.993910360,155
155,70,19.51919178326782,-155.00079471568085,1959-12-13 02:59:59.289766000,2.6,True,70,0,1959-12-13 02:59:59.289766000,156
156,71,19.36915658639917,-155.80167250644126,1959-12-13 07:20:06.601200000,2.7,True,71,0,1959-12-13 07:20:06.601200000,157
157,427,19.512351674118303,-155.00034256733383,1959-12-14 18:38:11.696216217,2.5,False,70,1,1959-12-14 18:38:11.696216217,158
158,72,19.279041393534254,-155.52293838321094,1959-12-24 17:34:01.416080000,3.0,True,72,0,1959-12-24 17:34:01.416080000,159
159,429,19.280945952267725,-155.52441347018114,1959-12-24 23:17:32.914883914,3.0,False,72,1,1959-12-24 23:17:32.914883914,160
160,73,18.96752462504582,-155.72161383957484,1959-12-28 10:37:27.887140000,2.6,True,73,0,1959-12-28 10:37:27.887140000,161
161,428,19.258354727751257,-155.53609977747843,1959-12-29 08:39:55.866315184,2.6,False,72,1,1959-12-29 08:39:55.866315184,162
162,697,19.248026172516024,-155.54783833776594,1959-12-29 08:43:54.223809480,2.7,False,72,2,1959-12-29 08:43:54.223809480,163
163,74,19.447084177673773,-154.87957235390016,1959-12-29 13:56:47.685894000,2.5,True,74,0,1959-12-29 13:56:47.685894000,164
164,75,20.07631562025445,-155.41565400340187,1960-01-03 21:55:09.373981000,2.6,True,75,0,1960-01-03 21:55:09.373981000,165
165,76,19.11182983713907,-155.61664819824068,1960-01-09 06:47:58.971515000,2.5,True,76,0,1960-01-09 06:47:58.971515000,166
166,430,19.11325117575546,-155.60753972829585,1960-01-09 09:38:05.190216598,2.7,False,76,1,1960-01-09 09:38:05.190216598,167
167,698,19.117614353561187,-155.60431793075765,1960-01-09 09:47:44.819469112,2.5,False,76,2,1960-01-09 09:47:44.819469112,168
168,77,19.80107119991052,-155.88635786419232,1960-01-21 14:01:39.953213000,2.5,True,77,0,1960-01-21 14:01:39.953213000,169
169,78,19.579878767690296,-155.138782187801,1960-01-31 01:56:18.939250000,2.8,True,78,0,1960-01-31 01:56:18.939250000,170
170,79,19.636533186657942,-155.25531178607653,1960-03-10 00:45:44.391209000,2.7,True,79,0,1960-03-10 00:45:44.391209000,171
171,431,19.640549732025946,-155.24926834385963,1960-03-12 05:44:33.307656789,2.5,False,79,1,1960-03-12 05:44:33.307656789,172
172,400,19.76648915090225,-155.906404395265,1960-03-16 11:35:06.171730130,3.0,False,26,1,1960-03-16 11:35:06.171730130,173
173,684,19.771440528401108,-155.90201501972265,1960-03-16 11:38:44.354778003,2.7,False,26,2,1960-03-16 11:38:44.354778003,174
174,80,19.87981231878488,-155.4622647639431,1960-03-30 09:31:13.457708000,3.1,True,80,0,1960-03-30 09:31:13.457708000,175
175,433,19.879032416825893,-155.46203932065623,1960-03-30 10:06:50.114841558,2.8,False,80,1,1960-03-30 10:06:50.114841558,176
176,699,19.876205707844363,-155.4620358437528,1960-03-30 10:06:58.954790001,2.5,False,80,2,1960-03-30 10:06:58.954790001,177
177,432,19.88238903542541,-155.47225391865274,1960-03-30 19:54:15.842579319,3.3,False,80,1,1960-03-30 19:54:15.842579319,178
178,81,19.66188746657384,-155.06243871446512,1960-04-17 11:45:22.298763000,2.5,True,81,0,1960-04-17 11:45:22.298763000,179
179,434,19.606002064553547,-155.00772772674128,1960-04-18 14:30:42.697375619,2.7,False,81,1,1960-04-18 14:30:42.697375619,180
180,701,19.588705976771823,-155.0113409043783,1960-04-19 16:07:27.605200954,2.5,False,81,2,1960-04-19 16:07:27.605200954,181
181,82,19.71297259799792,-155.20148769922812,1960-04-20 22:44:33.157589000,2.7,True,82,0,1960-04-20 22:44:33.157589000,182
182,83,19.966166949270235,-155.6496130604131,1960-04-25 22:38:31.514901000,2.7,True,83,0,1960-04-25 22:38:31.514901000,183
183,386,19.680863482214797,-155.55313606279762,1960-04-29 16:41:15.062106545,3.5,False,11,1,1960-04-29 16:41:15.062106545,184
184,657,19.671278562166435,-155.55537768396664,1960-04-29 16:48:09.582382395,2.6,False,11,2,1960-04-29 16:48:09.582382395,185
185,658,19.77663575308608,-155.61272469738736,1960-04-29 17:12:37.255603543,2.5,False,11,2,1960-04-29 17:12:37.255603543,186
186,659,19.677009524417254,-155.5668512939881,1960-04-29 23:11:15.899679849,4.9,False,11,2,1960-04-29 23:11:15.899679849,187
187,909,19.66596941870296,-155.471654425452,1960-04-29 23:12:08.886344447,2.6,False,11,3,1960-04-29 23:12:08.886344447,188
188,917,19.73729052772466,-155.47699563385316,1960-04-29 23:12:35.721603398,2.5,False,11,3,1960-04-29 23:12:35.721603398,189
189,907,19.649609912803296,-155.54379007212316,1960-04-29 23:18:23.592400443,2.7,False,11,3,1960-04-29 23:18:23.592400443,190
190,906,19.69757462609973,-155.49928078691704,1960-04-29 23:19:29.768405409,2.8,False,11,3,1960-04-29 23:19:29.768405409,191
191,905,19.794873701157385,-155.53791200529304,1960-04-29 23:25:52.298565183,2.6,False,11,3,1960-04-29 23:25:52.298565183,192
192,1083,19.678343369366136,-155.46883750506916,1960-04-29 23:37:36.859005207,3.1,False,11,4,1960-04-29 23:37:36.859005207,193
193,910,19.67366325540116,-155.49145945513538,1960-04-30 00:20:44.207526553,2.9,False,11,3,1960-04-30 00:20:44.207526553,194
194,904,19.698155730581043,-155.3471484951689,1960-04-30 00:53:12.009415760,2.6,False,11,3,1960-04-30 00:53:12.009415760,195
195,911,19.918975101780283,-155.49204016417542,1960-04-30 00:59:20.481903201,2.5,False,11,3,1960-04-30 00:59:20.481903201,196
196,1080,19.704179176089568,-155.3449040724097,1960-04-30 01:27:01.338626233,2.9,False,11,4,1960-04-30 01:27:01.338626233,197
197,1084,19.924380296779702,-155.49622018624805,1960-04-30 02:17:27.957557519,2.9,False,11,4,1960-04-30 02:17:27.957557519,198
198,1085,19.915084039722245,-155.43217781712644,1960-04-30 03:00:35.737378731,2.5,False,11,4,1960-04-30 03:00:35.737378731,199
199,912,19.683386847581943,-155.54705715118587,1960-04-30 03:48:37.154954648,3.7,False,11,3,1960-04-30 03:48:37.154954648,200
200,914,19.772687119960363,-155.56057886122883,1960-04-30 07:28:12.545486836,2.5,False,11,3,1960-04-30 07:28:12.545486836,201
201,1207,19.918348218267667,-155.48422538666662,1960-04-30 11:10:52.602226153,2.9,False,11,5,1960-04-30 11:10:52.602226153,202
202,84,19.23632780624164,-155.62024434983562,1960-04-30 13:44:01.424845000,2.7,True,84,0,1960-04-30 13:44:01.424845000,203
203,913,19.71112338247456,-155.56583804559898,1960-05-02 00:34:40.471976223,4.0,False,11,3,1960-05-02 00:34:40.471976223,204
204,918,19.682768972634104,-155.5735417662839,1960-05-02 07:40:13.595343851,2.6,False,11,3,1960-05-02 07:40:13.595343851,205
205,1087,19.67169801651819,-155.56165711490632,1960-05-07 00:10:30.491223836,3.3,False,11,4,1960-05-07 00:10:30.491223836,206
206,85,19.822736180746592,-155.96146899359678,1960-05-07 15:12:36.297881000,3.1,True,85,0,1960-05-07 15:12:36.297881000,207
